date,quarter,report_period_end,effective_date,canonical_stock_id,ticker,stock_code,stock_name,institution_id,institution_type,institution_code,institution_short_name,institution_full_name,holding_shares_10k,holding_ratio,float_holding_ratio,source,record_status
2018-04-30,20181,2018-03-31,2018-04-24,CMIN-CN:002032.SZ,002032.SZ,002032,苏泊尔,SINA:001373,基金,001373,易方达新丝路混合,易方达新丝路混合,554.925,0.68,1.02,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-24,CMIN-CN:002032.SZ,002032.SZ,002032,苏泊尔,SINA:001878,基金,001878,嘉实沪港深精选股票,嘉实沪港深精选股票,269.647,0.33,0.49,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-24,CMIN-CN:002032.SZ,002032.SZ,002032,苏泊尔,SINA:11001L,基金,11001L,易方达中小盘混合,易方达中小盘混合,530,0.65,0.97,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-24,CMIN-CN:002032.SZ,002032.SZ,002032,苏泊尔,SINA:160910,基金,160910,大成创新成长混合(LOF)A,大成创新成长混合(LOF)A,261.11,0.32,0.48,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-24,CMIN-CN:002032.SZ,002032.SZ,002032,苏泊尔,SINA:70303938,QFII,70303938,法国巴黎银行－自有资金,法国巴黎银行－自有资金,710.1625,0.86,1.3,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-24,CMIN-CN:002032.SZ,002032.SZ,002032,苏泊尔,SINA:70304252,QFII,70304252,富达基金(香港)有限公司－客户资...,富达基金(香港)有限公司－客户资金,1501.2021,1.83,2.75,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-24,CMIN-CN:002032.SZ,002032.SZ,002032,苏泊尔,SINA:80044865,QFII,80044865,DEUTSCHE BANK AKTIENGESELLSCHA...,DEUTSCHE BANK AKTIENGESELLSCHAFT,566.9009,0.69,1.04,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-27,CMIN-CN:002044.SZ,002044.SZ,002044,美年健康,SINA:001417,基金,001417,汇添富医疗服务灵活配置混合A,汇添富医疗服务灵活配置混合A,2029.1953,0.78,1.91,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-27,CMIN-CN:002044.SZ,002044.SZ,002044,美年健康,SINA:70010104,全国社保,70010104,全国社保基金一零四组合,全国社保基金一零四组合,5116.781,1.97,4.81,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-27,CMIN-CN:002044.SZ,002044.SZ,002044,美年健康,SINA:70010117,全国社保,70010117,全国社保基金一一七组合,全国社保基金一一七组合,5807.8455,2.23,5.46,Sina Finance via AKShare,monthly_asof_institution_holding
