date,src_institution_id,src_institution_name,dst_ticker,dst_canonical_stock_id,relation_type,holding_ratio,float_holding_ratio,edge_weight,quarter,report_period_end,effective_date,source,record_status
2019-08-31,SINA:110010,易方达价值成长混合,601633.SH,CMIN-CN:601633.SH,institution_holds_stock,0.24,0.36,0.24,20192,2019-06-30,2019-08-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010111,全国社保基金一一一组合,601633.SH,CMIN-CN:601633.SH,institution_holds_stock,0.21,0.31,0.21,20192,2019-06-30,2019-08-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304217,香港金融管理局－自有资金,601633.SH,CMIN-CN:601633.SH,institution_holds_stock,0.22,0.33,0.22,20192,2019-06-30,2019-08-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:110003,易方达上证50增强A,601668.SH,CMIN-CN:601668.SH,institution_holds_stock,0.27,0.27,0.27,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510050,华夏上证50ETF,601668.SH,CMIN-CN:601668.SH,institution_holds_stock,0.44,0.45,0.44,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:512960,博时央企结构调整ETF,601668.SH,CMIN-CN:601668.SH,institution_holds_stock,0.18,0.18,0.18,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:80067515,GICPRIVATELIMITED,601668.SH,CMIN-CN:601668.SH,institution_holds_stock,0.61,0.62,0.61,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:512950,华夏中证央企ETF,601669.SH,CMIN-CN:601669.SH,institution_holds_stock,1.05,1.44,1.05,20191,2019-03-31,2019-04-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:070010,嘉实主题混合,601799.SH,CMIN-CN:601799.SH,institution_holds_stock,0.98,0.98,0.98,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:163417,兴全合宜混合A,601799.SH,CMIN-CN:601799.SH,institution_holds_stock,1.4,1.4,1.4,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010406,全国社保基金四零六组合,601799.SH,CMIN-CN:601799.SH,institution_holds_stock,1.03,1.03,1.03,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304274,澳门金融管理局－自有资金,601799.SH,CMIN-CN:601799.SH,institution_holds_stock,1.07,1.07,1.07,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510050,华夏上证50ETF,601800.SH,CMIN-CN:601800.SH,institution_holds_stock,0.13,0.17,0.13,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:512960,博时央企结构调整ETF,601800.SH,CMIN-CN:601800.SH,institution_holds_stock,0.11,0.15,0.11,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304136,华夏人寿保险股份有限公司－自有资金,601808.SH,CMIN-CN:601808.SH,institution_holds_stock,0.23,0.36,0.23,20192,2019-06-30,2019-08-22,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000311,景顺长城沪深300指数增强A,601838.SH,CMIN-CN:601838.SH,institution_holds_stock,0.19,1.92,0.19,20184,2018-12-31,2019-04-25,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000577,安信价值精选股票A,601838.SH,CMIN-CN:601838.SH,institution_holds_stock,0.04,0.39,0.04,20184,2018-12-31,2019-04-25,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510300,华泰柏瑞沪深300ETF,601838.SH,CMIN-CN:601838.SH,institution_holds_stock,0.04,0.35,0.04,20184,2018-12-31,2019-04-25,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304227,加拿大年金计划投资委员会-自有资金,601838.SH,CMIN-CN:601838.SH,institution_holds_stock,0.03,0.33,0.03,20184,2018-12-31,2019-04-25,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510050,华夏上证50ETF,601857.SH,CMIN-CN:601857.SH,institution_holds_stock,0.03,0.03,0.03,20181,2018-03-31,2018-04-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:217005,招商先锋混合,601865.SH,CMIN-CN:601865.SH,institution_holds_stock,0.08,1.05,0.08,20192,2019-06-30,2019-08-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:161027,富国中证全指证券公司指数A,601878.SH,CMIN-CN:601878.SH,institution_holds_stock,0.05,0.51,0.05,20181,2018-03-31,2018-04-26,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:161720,招商中证全指证券公司指数A,601878.SH,CMIN-CN:601878.SH,institution_holds_stock,0.05,0.46,0.05,20181,2018-03-31,2018-04-26,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510050,华夏上证50ETF,601878.SH,CMIN-CN:601878.SH,institution_holds_stock,0.08,0.78,0.08,20181,2018-03-31,2018-04-26,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:360007,光大保德信优势配置混合A,601881.SH,CMIN-CN:601881.SH,institution_holds_stock,0.15,1.23,0.15,20191,2019-03-31,2019-04-25,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:80056326,中国人民财产保险股份有限公司,601881.SH,CMIN-CN:601881.SH,institution_holds_stock,0.17,1.4,0.17,20191,2019-03-31,2019-04-25,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510050,华夏上证50ETF,601888.SH,CMIN-CN:601888.SH,institution_holds_stock,0.44,0.44,0.44,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304171,安本标准投资管理(亚洲)有限公司－安本环球－中国A股基金,601888.SH,CMIN-CN:601888.SH,institution_holds_stock,0.86,0.86,0.86,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304274,澳门金融管理局－自有资金,601888.SH,CMIN-CN:601888.SH,institution_holds_stock,0.46,0.46,0.46,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:80044863,UBS AG,601888.SH,CMIN-CN:601888.SH,institution_holds_stock,0.72,0.72,0.72,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010407,全国社保基金四零七组合,601898.SH,CMIN-CN:601898.SH,institution_holds_stock,0.07,0.1,0.07,20192,2019-06-30,2019-08-24,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010103,全国社保基金一零三组合,601899.SH,CMIN-CN:601899.SH,institution_holds_stock,0.52,0.71,0.52,20192,2019-06-30,2019-08-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:512960,博时央企结构调整ETF,601919.SH,CMIN-CN:601919.SH,institution_holds_stock,0.39,0.63,0.39,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:110022,易方达消费行业股票,601933.SH,CMIN-CN:601933.SH,institution_holds_stock,0.86,1.04,0.86,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:163402,兴全趋势投资混合(LOF),601933.SH,CMIN-CN:601933.SH,institution_holds_stock,1.78,2.14,1.78,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:163417,兴全合宜混合A,601933.SH,CMIN-CN:601933.SH,institution_holds_stock,1.83,2.2,1.83,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010117,全国社保基金一一七组合,601933.SH,CMIN-CN:601933.SH,institution_holds_stock,0.95,1.14,0.95,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:80454627,澳门金融管理局,601939.SH,CMIN-CN:601939.SH,institution_holds_stock,0.06,1.63,0.06,20182,2018-06-30,2018-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:050004,博时精选混合A,601966.SH,CMIN-CN:601966.SH,institution_holds_stock,0.45,1.36,0.45,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:450002,国富弹性市值混合A,601966.SH,CMIN-CN:601966.SH,institution_holds_stock,1.32,4.01,1.32,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:450009,国富中小盘股票A,601966.SH,CMIN-CN:601966.SH,institution_holds_stock,0.88,2.66,0.88,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510500,南方中证500ETF,601966.SH,CMIN-CN:601966.SH,institution_holds_stock,0.48,1.47,0.48,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010418,全国社保基金四一八组合,601966.SH,CMIN-CN:601966.SH,institution_holds_stock,0.48,1.47,0.48,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304309,科威特政府投资局－自有资金,601966.SH,CMIN-CN:601966.SH,institution_holds_stock,0.61,1.87,0.61,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:512960,博时央企结构调整ETF,601985.SH,CMIN-CN:601985.SH,institution_holds_stock,0.28,0.28,0.28,20192,2019-06-30,2019-08-24,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510850,上证50ETF工银,601988.SH,CMIN-CN:601988.SH,institution_holds_stock,0.11,0.16,0.11,20184,2018-12-31,2019-03-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:161024,富国中证军工指数A,601989.SH,CMIN-CN:601989.SH,institution_holds_stock,0.6,0.75,0.6,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:512960,博时央企结构调整ETF,601989.SH,CMIN-CN:601989.SH,institution_holds_stock,0.5,0.63,0.5,20192,2019-06-30,2019-08-31,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:161720,招商中证全指证券公司指数A,601990.SH,CMIN-CN:601990.SH,institution_holds_stock,0.07,0.7,0.07,20191,2019-03-31,2019-04-23,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:510500,南方中证500ETF,601990.SH,CMIN-CN:601990.SH,institution_holds_stock,0.11,1.1,0.11,20191,2019-03-31,2019-04-23,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:512880,国泰中证全指证券公司ETF,601990.SH,CMIN-CN:601990.SH,institution_holds_stock,0.06,0.57,0.06,20191,2019-03-31,2019-04-23,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:100038,富国沪深300指数增强A/B,601998.SH,CMIN-CN:601998.SH,institution_holds_stock,0.04,0.07,0.04,20191,2019-03-31,2019-04-26,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010412,全国社保基金四一二组合,601998.SH,CMIN-CN:601998.SH,institution_holds_stock,0.06,0.1,0.06,20191,2019-03-31,2019-04-26,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000697,汇添富移动互联股票A,603019.SH,CMIN-CN:603019.SH,institution_holds_stock,0.74,0.74,0.74,20183,2018-09-30,2018-10-15,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010503,全国社保基金五零三组合,603160.SH,CMIN-CN:603160.SH,institution_holds_stock,1.2,2.37,1.2,20192,2019-06-30,2019-08-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:80067515,GIC PRIVATE LIMITED,603160.SH,CMIN-CN:603160.SH,institution_holds_stock,1.41,2.79,1.41,20192,2019-06-30,2019-08-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000527,南方新优享灵活配置混合A,603233.SH,CMIN-CN:603233.SH,institution_holds_stock,0.29,1.82,0.29,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000654,华商新锐产业混合,603233.SH,CMIN-CN:603233.SH,institution_holds_stock,0.44,2.76,0.44,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000979,景顺长城沪港深精选股票A,603233.SH,CMIN-CN:603233.SH,institution_holds_stock,0.7,4.35,0.7,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:020001,国泰金鹰增长灵活配置混合,603233.SH,CMIN-CN:603233.SH,institution_holds_stock,0.65,4.06,0.65,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:160215,国泰价值经典灵活配置混合(LOF),603233.SH,CMIN-CN:603233.SH,institution_holds_stock,0.41,2.58,0.41,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:260112,景顺长城能源基建混合A,603233.SH,CMIN-CN:603233.SH,institution_holds_stock,0.78,4.87,0.78,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304309,科威特政府投资局－自有资金,603233.SH,CMIN-CN:603233.SH,institution_holds_stock,0.38,2.34,0.38,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:80001223,香港上海汇丰银行有限公司,603259.SH,CMIN-CN:603259.SH,institution_holds_stock,1.88,3.06,1.88,20192,2019-06-30,2019-08-20,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010412,全国社保基金四一二组合,603260.SH,CMIN-CN:603260.SH,institution_holds_stock,0.19,0.48,0.19,20192,2019-06-30,2019-08-29,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001256,泓德优选成长混合,603338.SH,CMIN-CN:603338.SH,institution_holds_stock,0.72,0.72,0.72,20192,2019-06-30,2019-08-17,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:110010,易方达价值成长混合,603338.SH,CMIN-CN:603338.SH,institution_holds_stock,1.11,1.11,1.11,20192,2019-06-30,2019-08-17,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010406,全国社保基金四零六组合,603338.SH,CMIN-CN:603338.SH,institution_holds_stock,1.37,1.37,1.37,20192,2019-06-30,2019-08-17,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304274,澳门金融管理局－自有资金,603338.SH,CMIN-CN:603338.SH,institution_holds_stock,0.74,0.74,0.74,20192,2019-06-30,2019-08-17,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000127,农银行业领先混合,603486.SH,CMIN-CN:603486.SH,institution_holds_stock,0.38,3.8,0.38,20191,2019-03-31,2019-04-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:202003,南方绩优成长混合A,603486.SH,CMIN-CN:603486.SH,institution_holds_stock,0.36,3.62,0.36,20191,2019-03-31,2019-04-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:240008,华宝收益增长混合A,603486.SH,CMIN-CN:603486.SH,institution_holds_stock,0.17,1.68,0.17,20191,2019-03-31,2019-04-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:501062,南方瑞合三年定开混合发起(LOF),603486.SH,CMIN-CN:603486.SH,institution_holds_stock,0.15,1.5,0.15,20191,2019-03-31,2019-04-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:519005,海富通股票混合,603486.SH,CMIN-CN:603486.SH,institution_holds_stock,0.59,5.9,0.59,20191,2019-03-31,2019-04-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:660010,农银策略精选混合,603486.SH,CMIN-CN:603486.SH,institution_holds_stock,0.46,4.63,0.46,20191,2019-03-31,2019-04-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010101,全国社保基金一零一组合,603486.SH,CMIN-CN:603486.SH,institution_holds_stock,0.37,3.71,0.37,20191,2019-03-31,2019-04-27,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:161005,富国天惠成长混合(LOF)A/B,603501.SH,CMIN-CN:603501.SH,institution_holds_stock,0.79,2.56,0.79,20192,2019-06-30,2019-08-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010114,全国社保基金一一四组合,603501.SH,CMIN-CN:603501.SH,institution_holds_stock,1.54,4.99,1.54,20192,2019-06-30,2019-08-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010401,全国社保基金四零一组合,603501.SH,CMIN-CN:603501.SH,institution_holds_stock,1.1,3.56,1.1,20192,2019-06-30,2019-08-30,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000083,汇添富消费行业混合,603517.SH,CMIN-CN:603517.SH,institution_holds_stock,0.71,1.79,0.71,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001357,泓德泓富混合A,603517.SH,CMIN-CN:603517.SH,institution_holds_stock,0.62,1.54,0.62,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:100022,富国天瑞强势地区精选混合A,603517.SH,CMIN-CN:603517.SH,institution_holds_stock,0.59,1.47,0.59,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010101,全国社保基金一零一组合,603517.SH,CMIN-CN:603517.SH,institution_holds_stock,1.29,3.24,1.29,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010115,全国社保基金一一五组合,603517.SH,CMIN-CN:603517.SH,institution_holds_stock,1.11,2.79,1.11,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010501,全国社保基金五零一组合,603517.SH,CMIN-CN:603517.SH,institution_holds_stock,0.54,1.34,0.54,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:000913,农银医疗保健股票,603658.SH,CMIN-CN:603658.SH,institution_holds_stock,0.31,0.94,0.31,20192,2019-06-30,2019-08-09,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001417,汇添富医疗服务灵活配置混合A,603658.SH,CMIN-CN:603658.SH,institution_holds_stock,1.5,4.61,1.5,20192,2019-06-30,2019-08-09,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:005802,汇添富智能制造股票A,603658.SH,CMIN-CN:603658.SH,institution_holds_stock,0.34,1.06,0.34,20192,2019-06-30,2019-08-09,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:206009,鹏华新兴产业混合A,603658.SH,CMIN-CN:603658.SH,institution_holds_stock,0.27,0.82,0.27,20192,2019-06-30,2019-08-09,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010404,全国社保基金四零四组合,603658.SH,CMIN-CN:603658.SH,institution_holds_stock,0.49,1.49,0.49,20192,2019-06-30,2019-08-09,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010403,全国社保基金四零三组合,603659.SH,CMIN-CN:603659.SH,institution_holds_stock,1.27,2.85,1.27,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304002,挪威中央银行-自有资金,603659.SH,CMIN-CN:603659.SH,institution_holds_stock,0.7,1.58,0.7,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001071,华安媒体互联网混合A,603799.SH,CMIN-CN:603799.SH,institution_holds_stock,1.31,1.33,1.31,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:161028,富国中证新能源汽车指数A,603799.SH,CMIN-CN:603799.SH,institution_holds_stock,0.48,0.48,0.48,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:519195,万家品质生活A,603799.SH,CMIN-CN:603799.SH,institution_holds_stock,0.73,0.74,0.73,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:519196,万家新兴蓝筹A,603799.SH,CMIN-CN:603799.SH,institution_holds_stock,0.51,0.52,0.51,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001215,博时沪港深优质企业A,603806.SH,CMIN-CN:603806.SH,institution_holds_stock,0.44,0.44,0.44,20192,2019-06-30,2019-08-17,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:160505,博时主题行业混合,603806.SH,CMIN-CN:603806.SH,institution_holds_stock,3.37,3.37,3.37,20192,2019-06-30,2019-08-17,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010502,全国社保基金五零二组合,603806.SH,CMIN-CN:603806.SH,institution_holds_stock,1,1,1,20192,2019-06-30,2019-08-17,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:002001,华夏回报混合A,603833.SH,CMIN-CN:603833.SH,institution_holds_stock,0.73,3.32,0.73,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:002021,华夏回报二号混合,603833.SH,CMIN-CN:603833.SH,institution_holds_stock,0.31,1.42,0.31,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:100020,富国天益价值混合A/B,603833.SH,CMIN-CN:603833.SH,institution_holds_stock,0.31,1.43,0.31,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:110022,易方达消费行业股票,603833.SH,CMIN-CN:603833.SH,institution_holds_stock,0.4,1.81,0.4,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010110,全国社保基金一一零组合,603833.SH,CMIN-CN:603833.SH,institution_holds_stock,0.37,1.67,0.37,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304002,挪威中央银行－自有资金,603833.SH,CMIN-CN:603833.SH,institution_holds_stock,0.5,2.3,0.5,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70304150,鼎晖投资咨询新加坡有限公司－鼎晖稳健成长A股基金,603833.SH,CMIN-CN:603833.SH,institution_holds_stock,0.31,1.41,0.31,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001811,中欧明睿新常态混合A,603882.SH,CMIN-CN:603882.SH,institution_holds_stock,1.01,1.66,1.01,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001938,中欧时代先锋股票A,603882.SH,CMIN-CN:603882.SH,institution_holds_stock,1.59,2.61,1.59,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:110023,易方达医疗保健行业混合A,603882.SH,CMIN-CN:603882.SH,institution_holds_stock,0.8,1.31,0.8,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:270005,广发聚丰混合A,603882.SH,CMIN-CN:603882.SH,institution_holds_stock,1.75,2.86,1.75,20192,2019-06-30,2019-08-02,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:162605,景顺长城鼎益混合(LOF)A,603899.SH,CMIN-CN:603899.SH,institution_holds_stock,1.01,1.01,1.01,20192,2019-06-30,2019-08-24,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:260108,景顺长城新兴成长混合A,603899.SH,CMIN-CN:603899.SH,institution_holds_stock,1.23,1.23,1.23,20192,2019-06-30,2019-08-24,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010406,全国社保基金四零六组合,603899.SH,CMIN-CN:603899.SH,institution_holds_stock,1.04,1.04,1.04,20192,2019-06-30,2019-08-24,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001417,汇添富医疗服务灵活配置混合A,603939.SH,CMIN-CN:603939.SH,institution_holds_stock,2.31,2.4,2.31,20192,2019-06-30,2019-08-20,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:270002,广发稳健增长混合A,603939.SH,CMIN-CN:603939.SH,institution_holds_stock,0.99,1.03,0.99,20192,2019-06-30,2019-08-20,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010115,全国社保基金一一五组合,603939.SH,CMIN-CN:603939.SH,institution_holds_stock,0.96,0.99,0.96,20192,2019-06-30,2019-08-20,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:001071,华安媒体互联网混合A,603986.SH,CMIN-CN:603986.SH,institution_holds_stock,1.03,1.53,1.03,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:202005,南方成份精选混合A,603986.SH,CMIN-CN:603986.SH,institution_holds_stock,1.17,1.73,1.17,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
2019-08-31,SINA:70010102,全国社保基金一零二组合,603986.SH,CMIN-CN:603986.SH,institution_holds_stock,1.17,1.73,1.17,20192,2019-06-30,2019-08-28,Sina Finance via AKShare,constructed_from_downloaded_sina_institution_holding
