date,src_ticker,dst_ticker,relation_type,shared_etf_ticker,shared_theme,shared_concept_count,edge_weight,source,record_status
2020-01-31,AAPL,ILMN,same_theme_etf_holding,ARKG,Biotechnology,1,0.010134737785038329,ETF_Holdings.csv::SEC_EDGAR::0001144204-19-032569,matched_concept
2020-01-31,AAPL,INCY,same_theme_etf_holding,ARKG,Biotechnology,1,0.0049015215263275595,ETF_Holdings.csv::SEC_EDGAR::0001144204-19-032569,matched_concept
2020-01-31,AAPL,NVDA,same_theme_etf_holding,ARKG,Biotechnology,1,0.004728753067659301,ETF_Holdings.csv::SEC_EDGAR::0001144204-19-032569,matched_concept
2020-01-31,AAPL,REGN,same_theme_etf_holding,ARKG,Biotechnology,1,0.004117045541264456,ETF_Holdings.csv::SEC_EDGAR::0001144204-19-032569,matched_concept
2020-01-31,ADBE,ADSK,same_theme_etf_holding,IGV,Cloud Computing,1,0.04735078903966654,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,AMZN,same_theme_etf_holding,SKYY,Cloud Computing,1,0.03030595252242837,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454,matched_concept
2020-01-31,ADBE,ANSS,same_theme_etf_holding,IGV,Cloud Computing,1,0.03587832500173785,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,CDNS,same_theme_etf_holding,IGV,Cloud Computing,1,0.035781518378786924,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,CSCO,same_theme_etf_holding,SKYY,Cloud Computing,1,0.02571648466590013,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454,matched_concept
2020-01-31,ADBE,DOCU,same_theme_etf_holding,SKYY,Cloud Computing,1,0.014412742505158713,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454,matched_concept
2020-01-31,ADBE,EA,same_theme_etf_holding,IGV,Cloud Computing,1,0.04464136600776176,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,INTU,same_theme_etf_holding,IGV|SKYY,Cloud Computing,2,0.08115280786341189,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,MSFT,same_theme_etf_holding,IGV|SKYY,Cloud Computing,2,0.11045037382873692,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,SNPS,same_theme_etf_holding,IGV,Cloud Computing,1,0.03776489786493961,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,SPLK,same_theme_etf_holding,IGV|SKYY,Cloud Computing,2,0.057237247342711337,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADBE,WDAY,same_theme_etf_holding,IGV|SKYY,Cloud Computing,2,0.05588160276074975,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADI,AMD,same_theme_etf_holding,SMH,Semiconductor,1,0.043932173567775595,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ADI,ASML,same_theme_etf_holding,SMH,Semiconductor,1,0.04751451118262569,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ADI,AVGO,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.09028045940519289,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADI,CDNS,same_theme_etf_holding,SMH,Semiconductor,1,0.03143108438982428,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ADI,CSCO,same_theme_etf_holding,GRID,Infrastructure,1,0.011991532336775794,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167457,matched_concept
2020-01-31,ADI,ENPH,same_theme_etf_holding,GRID,Infrastructure,1,0.014288006510317603,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167457,matched_concept
2020-01-31,ADI,HON,same_theme_etf_holding,GRID,Infrastructure,1,0.011832821617161288,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167457,matched_concept
2020-01-31,ADI,INTC,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.11925793093744942,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADI,KLAC,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.07182312927996824,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADI,LRCX,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.08128976432763668,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADI,MCHP,same_theme_etf_holding,SMH,Semiconductor,1,0.032780049506324356,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ADI,MU,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.08677400819363963,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADI,NVDA,same_theme_etf_holding,GRID|PSI|SMH,Infrastructure|Semiconductor,3,0.10773454661263192,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167457|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADI,NXPI,same_theme_etf_holding,PSI,Semiconductor,1,0.03446644870203858,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADI,ON,same_theme_etf_holding,SMH,Semiconductor,1,0.02081728694530027,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ADI,SWKS,same_theme_etf_holding,SMH,Semiconductor,1,0.028700679802130754,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ADI,TSLA,same_theme_etf_holding,GRID,Infrastructure,1,0.006043507601993658,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167457,matched_concept
2020-01-31,ADI,TXN,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.09458855635011136,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,ADSK,ANSS,same_theme_etf_holding,IGV,Cloud Computing,1,0.021510583652779632,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADSK,CDNS,same_theme_etf_holding,IGV|ROBO,Cloud Computing|Robotics,2,0.030409058486138174,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,ADSK,EA,same_theme_etf_holding,IGV,Cloud Computing,1,0.026764399894303875,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADSK,ILMN,same_theme_etf_holding,ROBO,Robotics,1,0.00969770226161155,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,ADSK,INTU,same_theme_etf_holding,IGV,Cloud Computing,1,0.04144868772135281,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADSK,ISRG,same_theme_etf_holding,ROBO,Robotics,1,0.012248773958381044,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,ADSK,MCHP,same_theme_etf_holding,ROBO,Robotics,1,0.0094609412401218,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,ADSK,MSFT,same_theme_etf_holding,IGV,Cloud Computing,1,0.04776214438578389,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADSK,NVDA,same_theme_etf_holding,ROBO,Robotics,1,0.012421400488496413,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,ADSK,SNPS,same_theme_etf_holding,IGV,Cloud Computing,1,0.02264166442059697,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADSK,SPLK,same_theme_etf_holding,IGV,Cloud Computing,1,0.020973332531733183,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ADSK,WDAY,same_theme_etf_holding,IGV,Cloud Computing,1,0.026156453176056825,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,AMD,ASML,same_theme_etf_holding,SMH,Semiconductor,1,0.047292600753354584,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,AVGO,same_theme_etf_holding,SMH,Semiconductor,1,0.04522652755035071,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,CDNS,same_theme_etf_holding,SMH,Semiconductor,1,0.031284289542191444,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,INTC,same_theme_etf_holding,SMH,Semiconductor,1,0.07048479419414115,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,KLAC,same_theme_etf_holding,SMH,Semiconductor,1,0.03664203111906122,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,LRCX,same_theme_etf_holding,SMH,Semiconductor,1,0.04386573995988377,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,MCHP,same_theme_etf_holding,SMH,Semiconductor,1,0.03262695449016145,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,MU,same_theme_etf_holding,SMH,Semiconductor,1,0.04107184398532306,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,NVDA,same_theme_etf_holding,SMH,Semiconductor,1,0.0480320676175838,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,ON,same_theme_etf_holding,SMH,Semiconductor,1,0.0207200624770839,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,SWKS,same_theme_etf_holding,SMH,Semiconductor,1,0.028566636958865802,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMD,TXN,same_theme_etf_holding,SMH,Semiconductor,1,0.05124564787761083,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AMGN,BIIB,same_theme_etf_holding,FBT|IBB|PBE|XBI,Biotechnology,4,0.15999338373044256,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-184308|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205362,matched_concept
2020-01-31,AMGN,GILD,same_theme_etf_holding,FBT|IBB|PBE|XBI,Biotechnology,4,0.1692230312655636,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-184308|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205362,matched_concept
2020-01-31,AMGN,ILMN,same_theme_etf_holding,FBT|IBB,Biotechnology,2,0.09823790286051892,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159,matched_concept
2020-01-31,AMGN,INCY,same_theme_etf_holding,FBT|IBB|PBE|XBI,Biotechnology,4,0.13777707019961902,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-184308|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205362,matched_concept
2020-01-31,AMGN,REGN,same_theme_etf_holding,FBT|IBB|XBI,Biotechnology,3,0.09908699907460487,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-184308,matched_concept
2020-01-31,AMZN,BIDU,same_theme_etf_holding,PNQI,Internet,1,0.049442678992280456,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,BKNG,same_theme_etf_holding,PNQI,Internet,1,0.056698187216693535,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,CSCO,same_theme_etf_holding,FDN|SKYY,Cloud Computing|Internet,2,0.10766093660419404,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180161,matched_concept
2020-01-31,AMZN,DOCU,same_theme_etf_holding,FDN|SKYY,Cloud Computing|Internet,2,0.05929080232561193,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180161,matched_concept
2020-01-31,AMZN,EBAY,same_theme_etf_holding,FDN|PNQI,Internet,2,0.10185829001845645,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180161|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,INTU,same_theme_etf_holding,SKYY,Cloud Computing,1,0.017052511151141755,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454,matched_concept
2020-01-31,AMZN,JD,same_theme_etf_holding,PNQI,Internet,1,0.04955458032735824,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,MELI,same_theme_etf_holding,PNQI,Internet,1,0.0469998624009294,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,META,same_theme_etf_holding,FDN|PNQI,Internet,2,0.15936844098476494,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180161|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,MSFT,same_theme_etf_holding,SKYY,Cloud Computing,1,0.04367931112472555,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454,matched_concept
2020-01-31,AMZN,MTCH,same_theme_etf_holding,PNQI,Internet,1,0.02104039389494928,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,NFLX,same_theme_etf_holding,FDN|PNQI,Internet,2,0.14002049922319032,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180161|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,NTES,same_theme_etf_holding,PNQI,Internet,1,0.042150852121501034,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,AMZN,PYPL,same_theme_etf_holding,FDN,Internet,1,0.06410448296163739,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180161,matched_concept
2020-01-31,AMZN,SPLK,same_theme_etf_holding,SKYY,Cloud Computing,1,0.03157545661424388,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454,matched_concept
2020-01-31,AMZN,WDAY,same_theme_etf_holding,SKYY,Cloud Computing,1,0.01738635174980251,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167454,matched_concept
2020-01-31,ANSS,CDNS,same_theme_etf_holding,IGV,Cloud Computing,1,0.016254878955989375,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ANSS,EA,same_theme_etf_holding,IGV,Cloud Computing,1,0.020279743112197882,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ANSS,INTU,same_theme_etf_holding,IGV,Cloud Computing,1,0.03140622403813505,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ANSS,MSFT,same_theme_etf_holding,IGV,Cloud Computing,1,0.0361900144392008,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ANSS,SNPS,same_theme_etf_holding,IGV,Cloud Computing,1,0.01715589140408933,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ANSS,SPLK,same_theme_etf_holding,IGV,Cloud Computing,1,0.015891774059196197,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ANSS,WDAY,same_theme_etf_holding,IGV,Cloud Computing,1,0.019819093767522014,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,ASML,AVGO,same_theme_etf_holding,SMH,Semiconductor,1,0.0489144099762618,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,CDNS,same_theme_etf_holding,SMH,Semiconductor,1,0.0338352875484239,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,INTC,same_theme_etf_holding,SMH,Semiconductor,1,0.07623229788018343,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,KLAC,same_theme_etf_holding,SMH,Semiconductor,1,0.03962991256680737,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,LRCX,same_theme_etf_holding,SMH,Semiconductor,1,0.04744266041475488,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,MCHP,same_theme_etf_holding,SMH,Semiconductor,1,0.03528743670253803,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,MU,same_theme_etf_holding,SMH,Semiconductor,1,0.04442094328251331,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,NVDA,same_theme_etf_holding,SMH,Semiconductor,1,0.0519487206891656,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,ON,same_theme_etf_holding,SMH,Semiconductor,1,0.02240962739422123,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,SWKS,same_theme_etf_holding,SMH,Semiconductor,1,0.030896030881286594,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,ASML,TXN,same_theme_etf_holding,SMH,Semiconductor,1,0.055424344196974916,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AVGO,CDNS,same_theme_etf_holding,SMH,Semiconductor,1,0.032357124372659654,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AVGO,CSCO,same_theme_etf_holding,CIBR,Cybersecurity,1,0.0624022150076769,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167453,matched_concept
2020-01-31,AVGO,INTC,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.12269714534084483,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,AVGO,KLAC,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.07388543265595794,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,AVGO,LRCX,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.08362758490297992,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,AVGO,MCHP,same_theme_etf_holding,SMH,Semiconductor,1,0.03374583344510589,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AVGO,MU,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.08926066961362042,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,AVGO,NVDA,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.09942489551359601,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,AVGO,NXPI,same_theme_etf_holding,PSI,Semiconductor,1,0.035428962751263275,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,AVGO,ON,same_theme_etf_holding,SMH,Semiconductor,1,0.021430617360707314,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AVGO,SPLK,same_theme_etf_holding,CIBR,Cybersecurity,1,0.04409289057655643,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167453,matched_concept
2020-01-31,AVGO,SWKS,same_theme_etf_holding,SMH,Semiconductor,1,0.029546275095684586,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,AVGO,TXN,same_theme_etf_holding,PSI|SMH,Semiconductor,2,0.097309152501623,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205382,matched_concept
2020-01-31,BIDU,BKNG,same_theme_etf_holding,PNQI,Internet,1,0.03567949743256058,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIDU,EBAY,same_theme_etf_holding,PNQI,Internet,1,0.03158653875802958,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIDU,JD,same_theme_etf_holding,PNQI,Internet,1,0.03118411025742675,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIDU,MELI,same_theme_etf_holding,PNQI,Internet,1,0.029576456535649612,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIDU,META,same_theme_etf_holding,PNQI,Internet,1,0.05022944486516097,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIDU,MTCH,same_theme_etf_holding,PNQI,Internet,1,0.013240470583050244,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIDU,NFLX,same_theme_etf_holding,PNQI,Internet,1,0.04890211876830005,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIDU,NTES,same_theme_etf_holding,PNQI,Internet,1,0.02652503181982757,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BIIB,GILD,same_theme_etf_holding,FBT|IBB|PBE|XBI,Biotechnology,4,0.15863673293714456,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-184308|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205362,matched_concept
2020-01-31,BIIB,ILMN,same_theme_etf_holding,FBT|IBB,Biotechnology,2,0.08235582455455895,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159,matched_concept
2020-01-31,BIIB,INCY,same_theme_etf_holding,FBT|IBB|PBE|XBI,Biotechnology,4,0.13486725082475534,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-184308|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205362,matched_concept
2020-01-31,BIIB,REGN,same_theme_etf_holding,FBT|IBB|XBI,Biotechnology,3,0.08634772184005914,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177843|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-180159|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-184308,matched_concept
2020-01-31,BKNG,EBAY,same_theme_etf_holding,PNQI,Internet,1,0.03622173240875,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BKNG,JD,same_theme_etf_holding,PNQI,Internet,1,0.03576024919356915,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BKNG,MELI,same_theme_etf_holding,PNQI,Internet,1,0.03391667895112403,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BKNG,META,same_theme_etf_holding,PNQI,Internet,1,0.057600407720627994,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BKNG,MTCH,same_theme_etf_holding,PNQI,Internet,1,0.015183454765307428,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BKNG,NFLX,same_theme_etf_holding,PNQI,Internet,1,0.05607830202022342,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,BKNG,NTES,same_theme_etf_holding,PNQI,Internet,1,0.03041747030504043,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-205383,matched_concept
2020-01-31,CDNS,EA,same_theme_etf_holding,IGV,Cloud Computing,1,0.020225024463963633,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,CDNS,ILMN,same_theme_etf_holding,ROBO,Robotics,1,0.00946454190884602,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,CDNS,INTC,same_theme_etf_holding,SMH,Semiconductor,1,0.05042804247091614,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,CDNS,INTU,same_theme_etf_holding,IGV,Cloud Computing,1,0.031321484003904776,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,CDNS,ISRG,same_theme_etf_holding,ROBO,Robotics,1,0.011954278584112174,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,CDNS,KLAC,same_theme_etf_holding,SMH,Semiconductor,1,0.026215383369115972,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,CDNS,LRCX,same_theme_etf_holding,SMH,Semiconductor,1,0.031383554751147354,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,CDNS,MCHP,same_theme_etf_holding,ROBO|SMH,Robotics|Semiconductor,2,0.03257628738137939,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
2020-01-31,CDNS,MSFT,same_theme_etf_holding,IGV,Cloud Computing,1,0.03609236681818631,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-177737,matched_concept
2020-01-31,CDNS,MU,same_theme_etf_holding,SMH,Semiconductor,1,0.029384673907764253,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594,matched_concept
2020-01-31,CDNS,NVDA,same_theme_etf_holding,ROBO|SMH,Robotics|Semiconductor,2,0.04648709061331453,ETF_Holdings.csv::SEC_EDGAR::0001752724-19-167594|ETF_Holdings.csv::SEC_EDGAR::0001752724-19-195798,matched_concept
