date,src_ticker,dst_ticker,src_canonical_stock_id,dst_canonical_stock_id,relation_type,shared_concept_count,shared_concept_codes,shared_concept_names,edge_weight,top_k,source,snapshot_type,record_status
2018-01-31,000001.SZ,002142.SZ,CMIN-CN:000001.SZ,CMIN-CN:002142.SZ,same_cn_concept_topk_idf,1,BK0637,互联网金融,1.7686179406663607,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,600000.SH,CMIN-CN:000001.SZ,CMIN-CN:600000.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,600015.SH,CMIN-CN:000001.SZ,CMIN-CN:600015.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,600016.SH,CMIN-CN:000001.SZ,CMIN-CN:600016.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,600036.SH,CMIN-CN:000001.SZ,CMIN-CN:600036.SH,same_cn_concept_topk_idf,3,BK0549;BK0637;BK1071,深圳特区;互联网金融;跨境支付,7.352393927484529,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,600383.SH,CMIN-CN:000001.SZ,CMIN-CN:600383.SH,same_cn_concept_topk_idf,1,BK0549,深圳特区,2.3682390632154826,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,600919.SH,CMIN-CN:000001.SZ,CMIN-CN:600919.SH,same_cn_concept_topk_idf,2,BK0637;BK0830,互联网金融;区块链,4.2501856891888465,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,600926.SH,CMIN-CN:000001.SZ,CMIN-CN:600926.SH,same_cn_concept_topk_idf,1,BK0637,互联网金融,1.7686179406663607,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,601166.SH,CMIN-CN:000001.SZ,CMIN-CN:601166.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,601288.SH,CMIN-CN:000001.SZ,CMIN-CN:601288.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,601318.SH,CMIN-CN:000001.SZ,CMIN-CN:601318.SH,same_cn_concept_topk_idf,3,BK0549;BK0637;BK0830,深圳特区;互联网金融;区块链,6.618424752404329,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,601328.SH,CMIN-CN:000001.SZ,CMIN-CN:601328.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,601398.SH,CMIN-CN:000001.SZ,CMIN-CN:601398.SH,same_cn_concept_topk_idf,3,BK0637;BK0830;BK1071,互联网金融;区块链;跨境支付,7.465722612791533,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,601939.SH,CMIN-CN:000001.SZ,CMIN-CN:601939.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000001.SZ,601988.SH,CMIN-CN:000001.SZ,CMIN-CN:601988.SH,same_cn_concept_topk_idf,2,BK0637;BK1071,互联网金融;跨境支付,4.984154864269047,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,001979.SZ,CMIN-CN:000002.SZ,CMIN-CN:001979.SZ,same_cn_concept_topk_idf,4,BK0549;BK0653;BK0822;BK0992,深圳特区;养老概念;租售同权;REITs概念,13.893620680241227,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,002352.SZ,CMIN-CN:000002.SZ,CMIN-CN:002352.SZ,same_cn_concept_topk_idf,2,BK0549;BK0992,深圳特区;REITs概念,6.276923167378114,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,600048.SH,CMIN-CN:000002.SZ,CMIN-CN:600048.SH,same_cn_concept_topk_idf,3,BK0653;BK0822;BK0992,养老概念;租售同权;REITs概念,11.525381617025744,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,600383.SH,CMIN-CN:000002.SZ,CMIN-CN:600383.SH,same_cn_concept_topk_idf,1,BK0549,深圳特区,2.3682390632154826,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,601155.SH,CMIN-CN:000002.SZ,CMIN-CN:601155.SH,same_cn_concept_topk_idf,1,BK0945,装配建筑,3.3025483005923157,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,601186.SH,CMIN-CN:000002.SZ,CMIN-CN:601186.SH,same_cn_concept_topk_idf,2,BK0945;BK0992,装配建筑;REITs概念,7.211232404754947,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,601318.SH,CMIN-CN:000002.SZ,CMIN-CN:601318.SH,same_cn_concept_topk_idf,2,BK0549;BK0653,深圳特区;养老概念,5.670787363807799,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,601336.SH,CMIN-CN:000002.SZ,CMIN-CN:601336.SH,same_cn_concept_topk_idf,1,BK0653,养老概念,3.3025483005923157,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000002.SZ,603833.SH,CMIN-CN:000002.SZ,CMIN-CN:603833.SH,same_cn_concept_topk_idf,1,BK0680,智能家居,2.756004594224246,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,000066.SZ,CMIN-CN:000063.SZ,CMIN-CN:000066.SZ,same_cn_concept_topk_idf,8,BK0549;BK0655;BK0710;BK0714;BK0891;BK0922;BK1104;BK1650,深圳特区;网络安全;量子科技;5G概念;国产芯片;数据中心;信创;通信技术,23.629521143072022,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,000157.SZ,CMIN-CN:000063.SZ,CMIN-CN:000157.SZ,same_cn_concept_topk_idf,3,BK0800;BK0832;BK1134,人工智能;工业互联;算力概念,7.867859930807023,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,000333.SZ,CMIN-CN:000063.SZ,CMIN-CN:000333.SZ,same_cn_concept_topk_idf,4,BK0554;BK0832;BK0891;BK0922,物联网;工业互联;国产芯片;数据中心,10.868035443537554,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,000725.SZ,CMIN-CN:000063.SZ,CMIN-CN:000725.SZ,same_cn_concept_topk_idf,9,BK0554;BK0628;BK0641;BK0800;BK0859;BK0891;BK0947;BK1646;BK1660,物联网;智慧城市;智能穿戴;人工智能;超清视频;国产芯片;屏下摄像;消费电子概念;光纤概念,27.61452008479418,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,000938.SZ,CMIN-CN:000063.SZ,CMIN-CN:000938.SZ,same_cn_concept_topk_idf,9,BK0554;BK0579;BK0655;BK0714;BK0800;BK0891;BK0897;BK1134;BK1650,物联网;云计算;网络安全;5G概念;人工智能;国产芯片;IPv6;算力概念;通信技术,26.39074465317206,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,000977.SZ,CMIN-CN:000063.SZ,CMIN-CN:000977.SZ,same_cn_concept_topk_idf,8,BK0579;BK0628;BK0655;BK0800;BK0860;BK0922;BK1104;BK1134,云计算;智慧城市;网络安全;人工智能;边缘计算;数据中心;信创;算力概念,24.765227556146375,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,002230.SZ,CMIN-CN:000063.SZ,CMIN-CN:002230.SZ,same_cn_concept_topk_idf,10,BK0628;BK0641;BK0662;BK0710;BK0800;BK0832;BK0859;BK0893;BK1104;BK1646,智慧城市;智能穿戴;在线教育;量子科技;人工智能;工业互联;超清视频;无线耳机;信创;消费电子概念,30.843540358734153,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,002236.SZ,CMIN-CN:000063.SZ,CMIN-CN:002236.SZ,same_cn_concept_topk_idf,8,BK0554;BK0579;BK0628;BK0655;BK0800;BK0859;BK1104;BK1134,物联网;云计算;智慧城市;网络安全;人工智能;超清视频;信创;算力概念,24.00308750409948,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,002410.SZ,CMIN-CN:000063.SZ,CMIN-CN:002410.SZ,same_cn_concept_topk_idf,3,BK0554;BK0662;BK0800,物联网;在线教育;人工智能,8.264956789244671,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,002415.SZ,CMIN-CN:000063.SZ,CMIN-CN:002415.SZ,same_cn_concept_topk_idf,7,BK0554;BK0579;BK0628;BK0800;BK0859;BK0860;BK1660,物联网;云计算;智慧城市;人工智能;超清视频;边缘计算;光纤概念,21.91741541266901,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,002475.SZ,CMIN-CN:000063.SZ,CMIN-CN:002475.SZ,same_cn_concept_topk_idf,8,BK0549;BK0641;BK0714;BK0893;BK0922;BK0960;BK1646;BK1650,深圳特区;智能穿戴;5G概念;无线耳机;数据中心;无线充电;消费电子概念;通信技术,23.4174274279444,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,002841.SZ,CMIN-CN:000063.SZ,CMIN-CN:002841.SZ,same_cn_concept_topk_idf,5,BK0641;BK0662;BK0800;BK0859;BK1646,智能穿戴;在线教育;人工智能;超清视频;消费电子概念,14.472887085135833,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,300408.SZ,CMIN-CN:000063.SZ,CMIN-CN:300408.SZ,same_cn_concept_topk_idf,4,BK0641;BK0714;BK1650;BK1660,智能穿戴;5G概念;通信技术;光纤概念,12.424228841452841,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,300628.SZ,CMIN-CN:000063.SZ,CMIN-CN:300628.SZ,same_cn_concept_topk_idf,2,BK0859;BK1104,超清视频;信创,6.351031139531836,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,300866.SZ,CMIN-CN:000063.SZ,CMIN-CN:300866.SZ,same_cn_concept_topk_idf,5,BK0800;BK0891;BK0893;BK0960;BK1646,人工智能;国产芯片;无线耳机;无线充电;消费电子概念,13.759120617373151,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,600050.SH,CMIN-CN:000063.SZ,CMIN-CN:600050.SH,same_cn_concept_topk_idf,10,BK0554;BK0710;BK0714;BK0859;BK0897;BK0921;BK0922;BK0964;BK1134;BK1650,物联网;量子科技;5G概念;超清视频;IPv6;卫星互联网;数据中心;6G概念;算力概念;通信技术,33.8783073162343,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,600383.SH,CMIN-CN:000063.SZ,CMIN-CN:600383.SH,same_cn_concept_topk_idf,1,BK0549,深圳特区,2.3682390632154826,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,600845.SH,CMIN-CN:000063.SZ,CMIN-CN:600845.SH,same_cn_concept_topk_idf,5,BK0579;BK0832;BK0859;BK0860;BK0922,云计算;工业互联;超清视频;边缘计算;数据中心,15.693010279574338,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,601138.SH,CMIN-CN:000063.SZ,CMIN-CN:601138.SH,same_cn_concept_topk_idf,7,BK0549;BK0554;BK0579;BK0714;BK0800;BK0832;BK1134,深圳特区;物联网;云计算;5G概念;人工智能;工业互联;算力概念,18.735895374344576,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,601728.SH,CMIN-CN:000063.SZ,CMIN-CN:601728.SH,same_cn_concept_topk_idf,10,BK0579;BK0655;BK0710;BK0714;BK0800;BK0860;BK0921;BK0922;BK1134;BK1650,云计算;网络安全;量子科技;5G概念;人工智能;边缘计算;卫星互联网;数据中心;算力概念;通信技术,31.34925088183337,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,603019.SH,CMIN-CN:000063.SZ,CMIN-CN:603019.SH,same_cn_concept_topk_idf,9,BK0579;BK0628;BK0655;BK0800;BK0860;BK0891;BK0922;BK1104;BK1134,云计算;智慧城市;网络安全;人工智能;边缘计算;国产芯片;数据中心;信创;算力概念,27.133466619361858,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,603986.SH,CMIN-CN:000063.SZ,CMIN-CN:603986.SH,same_cn_concept_topk_idf,7,BK0554;BK0641;BK0800;BK0859;BK0891;BK0893;BK1646,物联网;智能穿戴;人工智能;超清视频;国产芯片;无线耳机;消费电子概念,18.917228788765637,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000063.SZ,688561.SH,CMIN-CN:000063.SZ,CMIN-CN:688561.SH,same_cn_concept_topk_idf,6,BK0554;BK0579;BK0655;BK0800;BK0832;BK1104,物联网;云计算;网络安全;人工智能;工业互联;信创,16.972392534344984,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,000708.SZ,CMIN-CN:000066.SZ,CMIN-CN:000708.SZ,same_cn_concept_topk_idf,2,BK0683;BK0963,央国企改革;商业航天,3.840285984012816,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,000768.SZ,CMIN-CN:000066.SZ,CMIN-CN:000768.SZ,same_cn_concept_topk_idf,5,BK0490;BK0514;BK0683;BK0808;BK0963,军工;参股券商;央国企改革;军民融合;商业航天,13.381536239163049,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,002179.SZ,CMIN-CN:000066.SZ,CMIN-CN:002179.SZ,same_cn_concept_topk_idf,8,BK0490;BK0683;BK0700;BK0714;BK0808;BK0854;BK0963;BK1650,军工;央国企改革;充电桩;5G概念;军民融合;华为概念;商业航天;通信技术,21.515713419924154,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,002916.SZ,CMIN-CN:000066.SZ,CMIN-CN:002916.SZ,same_cn_concept_topk_idf,6,BK0549;BK0683;BK0714;BK0854;BK0891;BK1650,深圳特区;央国企改革;5G概念;华为概念;国产芯片;通信技术,13.373707432624682,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,300782.SZ,CMIN-CN:000066.SZ,CMIN-CN:300782.SZ,same_cn_concept_topk_idf,5,BK0714;BK0854;BK0891;BK0963;BK1650,5G概念;华为概念;国产芯片;商业航天;通信技术,12.899642844065324,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,600050.SH,CMIN-CN:000066.SZ,CMIN-CN:600050.SH,same_cn_concept_topk_idf,10,BK0505;BK0634;BK0683;BK0710;BK0714;BK0830;BK0854;BK0922;BK1047;BK1650,中字头;大数据;央国企改革;量子科技;5G概念;区块链;华为概念;数据中心;数据安全;通信技术,26.600498240623335,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,600150.SH,CMIN-CN:000066.SZ,CMIN-CN:600150.SH,same_cn_concept_topk_idf,5,BK0490;BK0505;BK0601;BK0683;BK0808,军工;中字头;海工装备;央国企改革;军民融合,13.575692253604005,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,600183.SH,CMIN-CN:000066.SZ,CMIN-CN:600183.SH,same_cn_concept_topk_idf,3,BK0714;BK0854;BK1650,5G概念;华为概念;通信技术,7.66417355151537,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,600346.SH,CMIN-CN:000066.SZ,CMIN-CN:600346.SH,same_cn_concept_topk_idf,2,BK0574;BK1648,锂电池概念;电池技术,4.578689756160882,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,600383.SH,CMIN-CN:000066.SZ,CMIN-CN:600383.SH,same_cn_concept_topk_idf,1,BK0549,深圳特区,2.3682390632154826,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,600426.SH,CMIN-CN:000066.SZ,CMIN-CN:600426.SH,same_cn_concept_topk_idf,3,BK0574;BK0683;BK1648,锂电池概念;央国企改革;电池技术,5.551745510839228,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,600588.SH,CMIN-CN:000066.SZ,CMIN-CN:600588.SH,same_cn_concept_topk_idf,8,BK0634;BK0714;BK0830;BK0837;BK0854;BK1061;BK1104;BK1650,大数据;5G概念;区块链;互联医疗;华为概念;数字经济;信创;通信技术,22.98133497172605,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,601318.SH,CMIN-CN:000066.SZ,CMIN-CN:601318.SH,same_cn_concept_topk_idf,4,BK0514;BK0549;BK0830;BK0837,参股券商;深圳特区;区块链;互联医疗,10.913155878818024,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,601698.SH,CMIN-CN:000066.SZ,CMIN-CN:601698.SH,same_cn_concept_topk_idf,4,BK0505;BK0629;BK0683;BK0963,中字头;北斗导航;央国企改革;商业航天,10.165999315560363,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,601728.SH,CMIN-CN:000066.SZ,CMIN-CN:601728.SH,same_cn_concept_topk_idf,7,BK0505;BK0655;BK0683;BK0710;BK0714;BK0922;BK1650,中字头;网络安全;央国企改革;量子科技;5G概念;数据中心;通信技术,18.965312225981215,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,601998.SH,CMIN-CN:000066.SZ,CMIN-CN:601998.SH,same_cn_concept_topk_idf,1,BK0683,央国企改革,0.9730557546783458,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,603019.SH,CMIN-CN:000066.SZ,CMIN-CN:603019.SH,same_cn_concept_topk_idf,8,BK0505;BK0634;BK0655;BK0830;BK0891;BK0922;BK1061;BK1104,中字头;大数据;网络安全;区块链;国产芯片;数据中心;数字经济;信创,23.11032726963552,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000066.SZ,688009.SH,CMIN-CN:000066.SZ,CMIN-CN:688009.SH,same_cn_concept_topk_idf,5,BK0505;BK0629;BK0683;BK0854;BK0891,中字头;北斗导航;央国企改革;华为概念;国产芯片,11.653879656127753,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,002271.SZ,CMIN-CN:000069.SZ,CMIN-CN:002271.SZ,same_cn_concept_topk_idf,2,BK0665;BK1185,电商概念;冰雪经济,7.1242210277653175,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,002607.SZ,CMIN-CN:000069.SZ,CMIN-CN:002607.SZ,same_cn_concept_topk_idf,1,BK0692,旅游概念,4.091005660956586,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,300144.SZ,CMIN-CN:000069.SZ,CMIN-CN:300144.SZ,same_cn_concept_topk_idf,1,BK0692,旅游概念,4.091005660956586,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,300676.SZ,CMIN-CN:000069.SZ,CMIN-CN:300676.SZ,same_cn_concept_topk_idf,2,BK0549;BK0664,深圳特区;婴童概念,6.276923167378114,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,300888.SZ,CMIN-CN:000069.SZ,CMIN-CN:300888.SZ,same_cn_concept_topk_idf,3,BK0549;BK0664;BK0665,深圳特区;婴童概念;电商概念,8.799312910420856,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,600383.SH,CMIN-CN:000069.SZ,CMIN-CN:600383.SH,same_cn_concept_topk_idf,1,BK0549,深圳特区,2.3682390632154826,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,600763.SH,CMIN-CN:000069.SZ,CMIN-CN:600763.SH,same_cn_concept_topk_idf,1,BK0664,婴童概念,3.9086841041626315,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000069.SZ,601998.SH,CMIN-CN:000069.SZ,CMIN-CN:601998.SH,same_cn_concept_topk_idf,1,BK0683,央国企改革,0.9730557546783458,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000100.SZ,000301.SZ,CMIN-CN:000100.SZ,CMIN-CN:000301.SZ,same_cn_concept_topk_idf,2,BK0525;BK0588,参股银行;光伏概念,4.703852899114889,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000100.SZ,000725.SZ,CMIN-CN:000100.SZ,CMIN-CN:000725.SZ,same_cn_concept_topk_idf,10,BK0722;BK0833;BK0840;BK0854;BK0902;BK0947;BK0948;BK1057;BK1160;BK1651,虚拟现实;小米概念;OLED;华为概念;MiniLED;屏下摄像;MicroLED;电子纸概念;柔性屏(折叠屏);显示技术,38.08109057846922,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000100.SZ,002008.SZ,CMIN-CN:000100.SZ,CMIN-CN:002008.SZ,same_cn_concept_topk_idf,4,BK0840;BK0854;BK0902;BK0917,OLED;华为概念;MiniLED;半导体概念,12.573489535985908,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000100.SZ,002241.SZ,CMIN-CN:000100.SZ,CMIN-CN:002241.SZ,same_cn_concept_topk_idf,5,BK0722;BK0832;BK0833;BK0854;BK0948,虚拟现实;工业互联;小米概念;华为概念;MicroLED,15.445174115669762,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000100.SZ,002600.SZ,CMIN-CN:000100.SZ,CMIN-CN:002600.SZ,same_cn_concept_topk_idf,4,BK0722;BK0833;BK0854;BK1160,虚拟现实;小米概念;华为概念;柔性屏(折叠屏),12.354800335021078,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000100.SZ,300433.SZ,CMIN-CN:000100.SZ,CMIN-CN:300433.SZ,same_cn_concept_topk_idf,6,BK0588;BK0722;BK0832;BK0833;BK0854;BK1160,光伏概念;虚拟现实;工业互联;小米概念;华为概念;柔性屏(折叠屏),17.626637271741906,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000157.SZ,000425.SZ,CMIN-CN:000157.SZ,CMIN-CN:000425.SZ,same_cn_concept_topk_idf,5,BK0712;BK0800;BK0832;BK0834;BK0991,一带一路;人工智能;工业互联;乡村振兴;工程机械概念,14.385945155002023,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000157.SZ,002493.SZ,CMIN-CN:000157.SZ,CMIN-CN:002493.SZ,same_cn_concept_topk_idf,1,BK0712,一带一路,1.9162539394724254,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000157.SZ,002714.SZ,CMIN-CN:000157.SZ,CMIN-CN:002714.SZ,same_cn_concept_topk_idf,2,BK0525;BK0834,参股银行;乡村振兴,6.207930295891162,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000157.SZ,600031.SH,CMIN-CN:000157.SZ,CMIN-CN:600031.SH,same_cn_concept_topk_idf,4,BK0525;BK0712;BK0832;BK0991,参股银行;一带一路;工业互联;工程机械概念,10.8372637848708,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
2018-01-31,000157.SZ,601100.SH,CMIN-CN:000157.SZ,CMIN-CN:601100.SH,same_cn_concept_topk_idf,1,BK0991,工程机械概念,3.754533424335373,5,Eastmoney via AKShare-compatible endpoint,static_prior_topk_idf,topk_idf_shared_concept_specificity
