date,src_ticker,dst_ticker,relation_type,shared_etf_ticker,shared_theme,shared_concept_count,edge_weight,source,record_status
2020-11-30,GOOG,SNAP,same_theme_etf_holding,FDN | PNQI,Internet,2,0.0704191704545,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,GOOG,TSLA,same_theme_etf_holding,ARKQ,Robotics,1,0.0611605063607,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,HON,NGG,same_theme_etf_holding,GRID,Infrastructure,1,0.0100624271153,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,HON,NVDA,same_theme_etf_holding,GRID,Infrastructure,1,0.0188969429471,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,HON,ORCL,same_theme_etf_holding,GRID,Infrastructure,1,0.0176289261031,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,HON,RTX,same_theme_etf_holding,PPA,Defense,1,0.0688530550745,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,HON,TSLA,same_theme_etf_holding,GRID,Infrastructure,1,0.0174363451811,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,JD,NFLX,same_theme_etf_holding,PNQI,Internet,1,0.032932443972,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,JD,NVDA,same_theme_etf_holding,ARKQ,Robotics,1,0.0220981091118,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2020-11-30,JD,SNAP,same_theme_etf_holding,PNQI,Internet,1,0.0187042907089,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
