date,stock_ticker,stock_name,etf_ticker,theme,report_date,filing_date,market_value,shares,source,record_status
2018-11-30,HON,Honeywell International Inc.,GRID,Infrastructure,2018-06-30,2018-08-29,686254,4764,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,HON,Honeywell International Inc.,PPA,Defense,2018-07-31,2018-09-28,73553788,460719,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,40302006,408701,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,NGG,National Grid plc,GRID,Infrastructure,2018-06-30,2018-08-29,241610,21836,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2018-11-30,NVDA,NVIDIA Corporation,ARKG,Biotechnology,2018-07-31,2018-10-02,2469413,10085,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,NVDA,NVIDIA Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,661899,2794,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,NVDA,NVIDIA Corporation,ROBO,Robotics,2018-07-31,2018-09-27,20514861,83782,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,NVDA,NVIDIA Corporation,SMH,Semiconductor,2018-03-31,2018-06-08,54224019,234138,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,ORCL,Oracle Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,664469,15081,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-11-30,ORCL,Oracle Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,67845791,1539850,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,AAPL,Apple Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,21557928,98501,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,AAPL,Apple Inc.,SKYY,Cloud Computing,2018-06-30,2018-08-29,40016339,216176,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,ABBV,AbbVie Inc.,XBI,Biotechnology,2018-09-30,2018-11-27,66510548,703220,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,ADBE,Adobe Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,9208873,37471,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,AMZN,"Amazon.com, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,53471012,33461,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2018-07-31,2018-09-28,3217075,19596,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,AVGO,Broadcom Inc.,SMH,Semiconductor,2018-09-30,2018-12-07,63707660,258208,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2018-06-30,2018-08-29,41460997,963537,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2018-06-30,2018-08-29,709866,16497,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2018-06-30,2018-08-29,72480722,1684423,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,DE,Deere & Company,ARKG,Biotechnology,2018-10-31,2018-12-20,2287311,16888,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,DE,Deere & Company,MOO,Agribusiness,2018-06-30,2018-09-07,60673619,434003,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,DHR,Danaher Corporation,CGW,Water,2018-10-31,2018-12-27,26613257,267739,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,DHR,Danaher Corporation,PHO,Water,2018-07-31,2018-09-28,68685209,669577,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,DHR,Danaher Corporation,PIO,Water,2018-07-31,2018-09-28,15057410,146787,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,ECL,Ecolab Inc.,PHO,Water,2018-07-31,2018-09-28,65585194,466135,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,ECL,Ecolab Inc.,PIO,Water,2018-07-31,2018-09-28,14373208,102155,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,EQIX,"Equinix, Inc.",SKYY,Cloud Computing,2018-06-30,2018-08-29,77929170,181277,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2018-12-31,HON,Honeywell International Inc.,GRID,Infrastructure,2018-06-30,2018-08-29,686254,4764,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,HON,Honeywell International Inc.,PPA,Defense,2018-07-31,2018-09-28,73553788,460719,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,MSFT,Microsoft Corporation,ARKG,Biotechnology,2018-10-31,2018-12-20,1640922,15363,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,40302006,408701,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,NFLX,"Netflix, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,54632139,181033,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,NGG,National Grid plc,GRID,Infrastructure,2018-06-30,2018-08-29,241610,21836,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2018-12-31,NVDA,NVIDIA Corporation,ARKG,Biotechnology,2018-10-31,2018-12-20,67077042,318157,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,NVDA,NVIDIA Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,661899,2794,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,NVDA,NVIDIA Corporation,ROBO,Robotics,2018-07-31,2018-09-27,20514861,83782,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,NVDA,NVIDIA Corporation,SMH,Semiconductor,2018-09-30,2018-12-07,99360241,353570,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,ORCL,Oracle Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,664469,15081,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,ORCL,Oracle Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,67845791,1539850,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,PYPL,"PayPal Holdings, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,11789715,140037,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2018-12-31,TSLA,"Tesla, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,221687042,657201,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,AAPL,Apple Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,21557928,98501,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,AAPL,Apple Inc.,SKYY,Cloud Computing,2018-06-30,2018-08-29,40016339,216176,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,ABBV,AbbVie Inc.,XBI,Biotechnology,2018-09-30,2018-11-27,66510548,703220,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,ADBE,Adobe Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,9208873,37471,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,AMZN,"Amazon.com, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,53471012,33461,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2018-07-31,2018-09-28,3217075,19596,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,AVGO,Broadcom Inc.,SMH,Semiconductor,2018-09-30,2018-12-07,63707660,258208,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2018-06-30,2018-08-29,41460997,963537,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2018-06-30,2018-08-29,709866,16497,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2018-06-30,2018-08-29,72480722,1684423,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,DE,Deere & Company,ARKG,Biotechnology,2018-10-31,2018-12-20,2287311,16888,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,DE,Deere & Company,MOO,Agribusiness,2018-06-30,2018-09-07,60673619,434003,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,DHR,Danaher Corporation,CGW,Water,2018-10-31,2018-12-27,26613257,267739,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,DHR,Danaher Corporation,PHO,Water,2018-07-31,2018-09-28,68685209,669577,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,DHR,Danaher Corporation,PIO,Water,2018-10-31,2019-01-04,13752686,138357,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,ECL,Ecolab Inc.,PHO,Water,2018-07-31,2018-09-28,65585194,466135,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,ECL,Ecolab Inc.,PIO,Water,2018-10-31,2019-01-04,14580033,95201,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,EQIX,"Equinix, Inc.",SKYY,Cloud Computing,2018-06-30,2018-08-29,77929170,181277,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2019-01-31,HON,Honeywell International Inc.,GRID,Infrastructure,2018-06-30,2018-08-29,686254,4764,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,HON,Honeywell International Inc.,PPA,Defense,2018-07-31,2018-09-28,73553788,460719,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,MSFT,Microsoft Corporation,ARKG,Biotechnology,2018-10-31,2018-12-20,1640922,15363,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,40302006,408701,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,NFLX,"Netflix, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,54632139,181033,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,NGG,National Grid plc,GRID,Infrastructure,2018-06-30,2018-08-29,241610,21836,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2019-01-31,NVDA,NVIDIA Corporation,ARKG,Biotechnology,2018-10-31,2018-12-20,67077042,318157,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,NVDA,NVIDIA Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,661899,2794,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,NVDA,NVIDIA Corporation,ROBO,Robotics,2018-10-31,2019-01-04,23603051,111953,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,NVDA,NVIDIA Corporation,SMH,Semiconductor,2018-09-30,2018-12-07,99360241,353570,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,ORCL,Oracle Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,664469,15081,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,ORCL,Oracle Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,67845791,1539850,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,PYPL,"PayPal Holdings, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,11789715,140037,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-01-31,TSLA,"Tesla, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,221687042,657201,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,AAPL,Apple Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,21557928,98501,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,AAPL,Apple Inc.,SKYY,Cloud Computing,2018-06-30,2018-08-29,40016339,216176,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,ABBV,AbbVie Inc.,XBI,Biotechnology,2018-09-30,2018-11-27,66510548,703220,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,ADBE,Adobe Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,9208873,37471,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,AMZN,"Amazon.com, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,53471012,33461,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2018-07-31,2018-09-28,3217075,19596,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,AVGO,Broadcom Inc.,SMH,Semiconductor,2018-09-30,2018-12-07,63707660,258208,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2018-06-30,2018-08-29,41460997,963537,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2018-06-30,2018-08-29,709866,16497,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2018-06-30,2018-08-29,72480722,1684423,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,DE,Deere & Company,ARKG,Biotechnology,2018-10-31,2018-12-20,2287311,16888,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,DE,Deere & Company,MOO,Agribusiness,2018-06-30,2018-09-07,60673619,434003,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,DHR,Danaher Corporation,CGW,Water,2018-10-31,2018-12-27,26613257,267739,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,DHR,Danaher Corporation,PHO,Water,2018-07-31,2018-09-28,68685209,669577,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,DHR,Danaher Corporation,PIO,Water,2018-10-31,2019-01-04,13752686,138357,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,ECL,Ecolab Inc.,PHO,Water,2018-07-31,2018-09-28,65585194,466135,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,ECL,Ecolab Inc.,PIO,Water,2018-10-31,2019-01-04,14580033,95201,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,EQIX,"Equinix, Inc.",SKYY,Cloud Computing,2018-06-30,2018-08-29,77929170,181277,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2019-02-28,HON,Honeywell International Inc.,GRID,Infrastructure,2018-06-30,2018-08-29,686254,4764,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,HON,Honeywell International Inc.,PPA,Defense,2018-07-31,2018-09-28,73553788,460719,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,MSFT,Microsoft Corporation,ARKG,Biotechnology,2018-10-31,2018-12-20,1640922,15363,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,40302006,408701,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,NFLX,"Netflix, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,54632139,181033,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,NGG,National Grid plc,GRID,Infrastructure,2018-06-30,2018-08-29,241610,21836,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2019-02-28,NVDA,NVIDIA Corporation,ARKG,Biotechnology,2018-10-31,2018-12-20,67077042,318157,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,NVDA,NVIDIA Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,661899,2794,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,NVDA,NVIDIA Corporation,ROBO,Robotics,2018-10-31,2019-01-04,23603051,111953,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,NVDA,NVIDIA Corporation,SMH,Semiconductor,2018-09-30,2018-12-07,99360241,353570,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,ORCL,Oracle Corporation,GRID,Infrastructure,2018-06-30,2018-08-29,664469,15081,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,ORCL,Oracle Corporation,SKYY,Cloud Computing,2018-06-30,2018-08-29,67845791,1539850,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,PYPL,"PayPal Holdings, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,11789715,140037,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-02-28,TSLA,"Tesla, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,221687042,657201,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-03-31,AAPL,Apple Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,21557928,98501,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-03-31,AAPL,Apple Inc.,SKYY,Cloud Computing,2018-12-31,2019-03-01,37932053,240472,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-03-31,ABBV,AbbVie Inc.,XBI,Biotechnology,2018-12-31,2019-03-07,55303951,599891,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-03-31,ADBE,Adobe Inc.,ARKG,Biotechnology,2018-10-31,2018-12-20,9208873,37471,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-03-31,AMZN,"Amazon.com, Inc.",ARKG,Biotechnology,2018-10-31,2018-12-20,53471012,33461,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2019-03-31,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2019-01-31,2019-03-29,2542949,15469,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
