year,ticker,canonical_stock_id,valid_from,valid_to,source_name,source_url
2022,GFS,NASDAQ100:GFS,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,GILD,NASDAQ100:GILD,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,GOOG,NASDAQ100:GOOG,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,GOOGL,NASDAQ100:GOOGL,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,HON,NASDAQ100:HON,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,IDXX,NASDAQ100:IDXX,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ILMN,NASDAQ100:ILMN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,INTC,NASDAQ100:INTC,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,INTU,NASDAQ100:INTU,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ISRG,NASDAQ100:ISRG,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,JD,NASDAQ100:JD,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,KDP,NASDAQ100:KDP,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,KHC,NASDAQ100:KHC,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,KLAC,NASDAQ100:KLAC,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,LCID,NASDAQ100:LCID,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,LRCX,NASDAQ100:LRCX,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,LULU,NASDAQ100:LULU,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MAR,NASDAQ100:MAR,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MCHP,NASDAQ100:MCHP,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MDLZ,NASDAQ100:MDLZ,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MELI,NASDAQ100:MELI,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,META,NASDAQ100:META,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MNST,NASDAQ100:MNST,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MRNA,NASDAQ100:MRNA,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MRVL,NASDAQ100:MRVL,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MSFT,NASDAQ100:MSFT,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,MU,NASDAQ100:MU,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,NFLX,NASDAQ100:NFLX,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,NVDA,NASDAQ100:NVDA,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,NXPI,NASDAQ100:NXPI,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ODFL,NASDAQ100:ODFL,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ON,NASDAQ100:ON,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ORLY,NASDAQ100:ORLY,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,PANW,NASDAQ100:PANW,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,PAYX,NASDAQ100:PAYX,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,PCAR,NASDAQ100:PCAR,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,PDD,NASDAQ100:PDD,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,PEP,NASDAQ100:PEP,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,PYPL,NASDAQ100:PYPL,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,QCOM,NASDAQ100:QCOM,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,REGN,NASDAQ100:REGN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ROST,NASDAQ100:ROST,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,SBUX,NASDAQ100:SBUX,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,SGEN,NASDAQ100:SGEN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,SIRI,NASDAQ100:SIRI,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,SNPS,NASDAQ100:SNPS,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,TEAM,NASDAQ100:TEAM,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,TMUS,NASDAQ100:TMUS,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,TSLA,NASDAQ100:TSLA,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,TTD,NASDAQ100:TTD,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,TXN,NASDAQ100:TXN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,VRSK,NASDAQ100:VRSK,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,VRTX,NASDAQ100:VRTX,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,WBA,NASDAQ100:WBA,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,WBD,NASDAQ100:WBD,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,WDAY,NASDAQ100:WDAY,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,XEL,NASDAQ100:XEL,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ZM,NASDAQ100:ZM,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ZS,NASDAQ100:ZS,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
