date,canonical_stock_id,ticker,stock_code,stock_name,exchange,classification_standard,classification_version,industry_category,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_code,change_date,source,record_status
2018-01-31,CMIN-CN:000100.SZ,000100.SZ,000100,TCL科技,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000800.SZ,000800.SZ,000800,一汽解放,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600309.SH,600309.SH,600309,万华化学,SH,申银万国行业分类标准,SW2014,基础化工,基础化工,化学制品,聚氨酯,聚氨酯,S220313,2011-10-10,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:603392.SH,603392.SH,603392,万泰生物,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000002.SZ,000002.SZ,000002,万科A,SZ,申银万国行业分类标准,SW2014,房地产,房地产,房地产开发,住宅开发,住宅开发,S430101,1991-01-29,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:600031.SH,600031.SH,600031,三一重工,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002555.SZ,002555.SZ,002555,三七互娱,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601360.SH,601360.SH,601360,三六零,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600905.SH,600905.SH,600905,三峡能源,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:300408.SZ,300408.SZ,300408,三环集团,SZ,申银万国行业分类标准,SW2014,电子,电子,元件,被动元件,被动元件,S270203,2014-01-25,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:002050.SZ,002050.SZ,002050,三花智控,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600104.SH,600104.SH,600104,上汽集团,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600848.SH,600848.SH,600848,上海临港,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601607.SH,601607.SH,601607,上海医药,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600009.SH,600009.SH,600009,上海机场,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002252.SZ,002252.SZ,002252,上海莱士,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601229.SH,601229.SH,601229,上海银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600018.SH,600018.SH,600018,上港集团,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002602.SZ,002602.SZ,002602,世纪华通,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000301.SZ,000301.SZ,000301,东方盛虹,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600958.SH,600958.SH,600958,东方证券,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2015-01-18,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:300059.SZ,300059.SZ,300059,东方财富,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002271.SZ,002271.SZ,002271,东方雨虹,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:605499.SH,605499.SH,605499,东鹏饮料,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601066.SH,601066.SH,601066,中信建投,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000708.SZ,000708.SZ,000708,中信特钢,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600030.SH,600030.SH,600030,中信证券,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601998.SH,601998.SH,601998,中信银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002607.SZ,002607.SZ,002607,中公教育,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000063.SZ,000063.SZ,000063,中兴通讯,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600115.SH,600115.SH,600115,中国东航,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601888.SH,601888.SH,601888,中国中免,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601618.SH,601618.SH,601618,中国中冶,SH,申银万国行业分类标准,SW2014,建筑装饰,建筑装饰,专业工程,其他专业工程,其他专业工程,S620404,2014-01-01,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601766.SH,601766.SH,601766,中国中车,SH,申银万国行业分类标准,SW2014,机械设备,机械设备,轨交设备Ⅱ,轨交设备Ⅲ,轨交设备Ⅲ,S640501,2014-01-01,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601390.SH,601390.SH,601390,中国中铁,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601800.SH,601800.SH,601800,中国交建,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601319.SH,601319.SH,601319,中国人保,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601628.SH,601628.SH,601628,中国人寿,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,保险Ⅱ,保险Ⅲ,保险Ⅲ,S490201,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601698.SH,601698.SH,601698,中国卫通,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601111.SH,601111.SH,601111,中国国航,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601601.SH,601601.SH,601601,中国太保,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,保险Ⅱ,保险Ⅲ,保险Ⅲ,S490201,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:600176.SH,600176.SH,600176,中国巨石,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601318.SH,601318.SH,601318,中国平安,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,保险Ⅱ,保险Ⅲ,保险Ⅲ,S490201,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:003816.SZ,003816.SZ,003816,中国广核,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601668.SH,601668.SH,601668,中国建筑,SH,申银万国行业分类标准,SW2014,建筑装饰,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ,房屋建设Ⅲ,S620101,2014-01-01,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601985.SH,601985.SH,601985,中国核电,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601728.SH,601728.SH,601728,中国电信,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601669.SH,601669.SH,601669,中国电建,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600028.SH,600028.SH,600028,中国石化,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601857.SH,601857.SH,601857,中国石油,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601088.SH,601088.SH,601088,中国神华,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600050.SH,600050.SH,600050,中国联通,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601868.SH,601868.SH,601868,中国能建,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600150.SH,600150.SH,600150,中国船舶,SH,申银万国行业分类标准,SW2014,国防军工,国防军工,航海装备Ⅱ,航海装备Ⅲ,航海装备Ⅲ,S650401,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:688009.SH,688009.SH,688009,中国通号,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601989.SH,601989.SH,601989,中国重工,SH,申银万国行业分类标准,SW2014,,国防军工,船舶制造,船舶制造,,650401,2014-01-01,https://money.finance.sina.com.cn/corp/go.php/vCI_CorpOtherInfo/stockid/601989.phtml;https://www.weistock.com/docs/Financial/notes/%E7%94%B3%E4%B8%87%E5%88%86%E7%B1%BB.html,external_imputed_cninfo_missing_sw2014
2018-01-31,CMIN-CN:601186.SH,601186.SH,601186,中国铁建,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601600.SH,601600.SH,601600,中国铝业,SH,申银万国行业分类标准,SW2014,有色金属,有色金属,工业金属,铝,铝,S240301,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601881.SH,601881.SH,601881,中国银河,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2016-12-26,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601988.SH,601988.SH,601988,中国银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000066.SZ,000066.SZ,000066,中国长城,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:688012.SH,688012.SH,688012,中微公司,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600918.SH,600918.SH,600918,中泰证券,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601808.SH,601808.SH,601808,中海油服,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600872.SH,600872.SH,600872,中炬高新,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601898.SH,601898.SH,601898,中煤能源,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002129.SZ,002129.SZ,002129,中环股份,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:603019.SH,603019.SH,603019,中科曙光,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000157.SZ,000157.SZ,000157,中联重科,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002179.SZ,002179.SZ,002179,中航光电,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600760.SH,600760.SH,600760,中航沈飞,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000768.SZ,000768.SZ,000768,中航西飞,SZ,申银万国行业分类标准,SW2014,国防军工,国防军工,航空装备Ⅱ,航空装备Ⅲ,航空装备Ⅲ,S650201,2014-01-01,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:688981.SH,688981.SH,688981,中芯国际,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601919.SH,601919.SH,601919,中远海控,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601995.SH,601995.SH,601995,中金公司,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600489.SH,600489.SH,600489,中金黄金,SH,申银万国行业分类标准,SW2014,有色金属,有色金属,贵金属,黄金,黄金,S240401,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601696.SH,601696.SH,601696,中银证券,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:300003.SZ,300003.SZ,300003,乐普医疗,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000538.SZ,000538.SZ,000538,云南白药,SZ,申银万国行业分类标准,SW2014,医药生物,医药生物,中药Ⅱ,中药Ⅲ,中药Ⅲ,S370201,1993-12-15,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:000858.SZ,000858.SZ,000858,五粮液,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601328.SH,601328.SH,601328,交通银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000725.SZ,000725.SZ,000725,京东方A,SZ,申银万国行业分类标准,SW2014,电子,电子,光学光电子,面板,面板,S270301,2001-01-12,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601816.SH,601816.SH,601816,京沪高铁,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600079.SH,600079.SH,600079,人福医药,SH,申银万国行业分类标准,SW2014,医药生物,医药生物,化学制药,化学制剂,化学制剂,S370102,2011-01-10,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:300014.SZ,300014.SZ,300014,亿纬锂能,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:300628.SZ,300628.SZ,300628,亿联网络,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:603369.SH,603369.SH,603369,今世缘,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600887.SH,600887.SH,600887,伊利股份,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:688036.SH,688036.SH,688036,传音控股,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600048.SH,600048.SH,600048,保利发展,SH,申银万国行业分类标准,SW2014,房地产,房地产,房地产开发,住宅开发,住宅开发,S430101,2006-07-11,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:300529.SZ,300529.SZ,300529,健帆生物,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:603986.SH,603986.SH,603986,兆易创新,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:300450.SZ,300450.SZ,300450,先导智能,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601788.SH,601788.SH,601788,光大证券,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2009-07-28,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601818.SH,601818.SH,601818,光大银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:603195.SH,603195.SH,603195,公牛集团,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601377.SH,601377.SH,601377,兴业证券,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2010-09-20,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601166.SH,601166.SH,601166,兴业银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601288.SH,601288.SH,601288,农业银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002821.SZ,002821.SZ,002821,凯莱英,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002027.SZ,002027.SZ,002027,分众传媒,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600010.SH,600010.SH,600010,包钢股份,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601169.SH,601169.SH,601169,北京银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000786.SZ,000786.SZ,000786,北新建材,SZ,申银万国行业分类标准,SW2014,建筑材料,建筑材料,装修建材,其他建材,其他建材,S610303,2008-06-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:002371.SZ,002371.SZ,002371,北方华创,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600111.SH,600111.SH,600111,北方稀土,SH,申银万国行业分类标准,SW2014,有色金属,有色金属,小金属,稀土,稀土,S240501,2014-01-01,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:000963.SZ,000963.SZ,000963,华东医药,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000069.SZ,000069.SZ,000069,华侨城A,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002007.SZ,002007.SZ,002007,华兰生物,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:603799.SH,603799.SH,603799,华友钴业,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600741.SH,600741.SH,600741,华域汽车,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600015.SH,600015.SH,600015,华夏银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:300676.SZ,300676.SZ,300676,华大基因,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:002064.SZ,002064.SZ,002064,华峰化学,SZ,申银万国行业分类标准,SW2014,基础化工,基础化工,化学纤维,氨纶,氨纶,S220405,2008-01-02,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:601688.SH,601688.SH,601688,华泰证券,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2010-02-03,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:688396.SH,688396.SH,688396,华润微,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:688363.SH,688363.SH,688363,华熙生物,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600011.SH,600011.SH,600011,华能国际,SH,申银万国行业分类标准,SW2014,公用事业,公用事业,电力,火力发电,火力发电,S410101,2001-12-06,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:600025.SH,600025.SH,600025,华能水电,SH,申银万国行业分类标准,SW2014,公用事业,公用事业,电力,水力发电,水力发电,S410102,2017-11-06,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:600426.SH,600426.SH,600426,华鲁恒升,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:300782.SZ,300782.SZ,300782,卓胜微,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601990.SH,601990.SH,601990,南京证券,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601009.SH,601009.SH,601009,南京银行,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600029.SH,600029.SH,600029,南方航空,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:000895.SZ,000895.SZ,000895,双汇发展,SZ,申银万国行业分类标准,SW2014,食品饮料,食品饮料,食品加工,肉制品,肉制品,S340401,2011-01-10,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:000596.SZ,000596.SZ,000596,古井贡酒,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:603260.SH,603260.SH,603260,合盛硅业,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:600085.SH,600085.SH,600085,同仁堂,SH,申银万国行业分类标准,SW2014,医药生物,医药生物,中药Ⅱ,中药Ⅲ,中药Ⅲ,S370201,1997-06-25,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:300033.SZ,300033.SZ,300033,同花顺,SZ,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601216.SH,601216.SH,601216,君正集团,SH,申银万国行业分类标准,SW2014,基础化工,基础化工,化学原料,氯碱,氯碱,S220202,2011-01-10,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:002736.SZ,002736.SZ,002736,国信证券,SZ,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2014-01-19,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:600886.SH,600886.SH,600886,国投电力,SH,申银万国行业分类标准,SW2014,公用事业,公用事业,电力,水力发电,水力发电,S410102,2017-06-29,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:600061.SH,600061.SH,600061,国投资本,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
2018-01-31,CMIN-CN:601211.SH,601211.SH,601211,国泰君安,SH,申银万国行业分类标准,SW2014,非银金融,非银金融,证券Ⅱ,证券Ⅲ,证券Ⅲ,S490101,2015-01-18,CNInfo via AKShare stock_industry_change_cninfo,matched_sw
2018-01-31,CMIN-CN:600406.SH,600406.SH,600406,国电南瑞,SH,missing,missing,missing,missing,missing,missing,missing,missing,,CNInfo via AKShare stock_industry_change_cninfo,missing_sw
