date,src_ticker,dst_ticker,relation_type,gics_level,shared_industry_name,edge_weight,source,record_status
2020-01-31,INTU,SNPS,same_gics_industry,industry,Software,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KHC,MDLZ,same_gics_industry,industry,Food Products,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KLAC,LRCX,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KLAC,MCHP,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KLAC,MU,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KLAC,NVDA,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KLAC,QCOM,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KLAC,SWKS,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,KLAC,TXN,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,LRCX,MCHP,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,LRCX,MU,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,LRCX,NVDA,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,LRCX,QCOM,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,LRCX,SWKS,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,LRCX,TXN,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MAR,SBUX,same_gics_industry,industry,"Hotels, Restaurants & Leisure",1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MCHP,MU,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MCHP,NVDA,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MCHP,QCOM,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MCHP,SWKS,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MCHP,TXN,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MNST,PEP,same_gics_industry,industry,Beverages,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MSFT,SNPS,same_gics_industry,industry,Software,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MU,NVDA,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MU,QCOM,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MU,SWKS,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,MU,TXN,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,NVDA,QCOM,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,NVDA,SWKS,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,NVDA,TXN,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ORLY,ROST,same_gics_industry,industry,Specialty Retail,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,PAYX,PYPL,same_gics_industry,industry,IT Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,PAYX,VRSN,same_gics_industry,industry,IT Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,PYPL,VRSN,same_gics_industry,industry,IT Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,QCOM,SWKS,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,QCOM,TXN,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,REGN,VRTX,same_gics_industry,industry,Biotechnology,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,SWKS,TXN,same_gics_industry,industry,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,AAPL,CDW,same_gics_industry_group,industry_group,Technology Hardware & Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,AAPL,CSCO,same_gics_industry_group,industry_group,Technology Hardware & Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,ADP,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,ADSK,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,ANSS,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,CDNS,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,CTSH,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,INTU,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,MSFT,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,PAYX,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,PYPL,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,SNPS,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADBE,VRSN,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,AMAT,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,AMD,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,AVGO,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,INTC,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,KLAC,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,LRCX,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,MCHP,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,MU,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,NVDA,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,QCOM,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,SWKS,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADI,TXN,same_gics_industry_group,industry_group,Semiconductors & Semiconductor Equipment,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADP,ADSK,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
2020-01-31,ADP,ANSS,same_gics_industry_group,industry_group,Software & Services,1.0,https://en.wikipedia.org/w/index.php?oldid=938422340,matched_gics
