src_ticker,dst_ticker,src_canonical_stock_id,dst_canonical_stock_id,relation_type,counterparty_type_source,amount,ratio,report_period,report_type,announcement_date,valid_from,valid_to,edge_weight,weight_status,source_file,page_number,evidence_text,source,record_status
603659.SH,300750.SZ,CMIN-CN:603659.SH,CMIN-CN:300750.SZ,supplies_to,customer,,,2019,annual,2020-03-26,2020-03-26,2021-03-14,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/603659_2019_annual_2020-03-26.pdf,11,主要客户包括ATL、宁德时代、LG化学、三星SDI、中航锂电、珠海冠宇、欣旺达、比亚迪、天津力神等国内外高端知名锂电制造商。3、行业情况说明公司产品主要为锂离子电池材料和自动化工艺设备，运用在锂离子电池的生产制造过程中，锂离子电池根据应用场景可分为消费、动力和储能三类：（1）消费类电池消费类电池主要应用于智能手机、移动电源、电动工具等传统领域和电子烟、ETC、无人机、VR、可穿戴设备等新兴领域。近年来，全球智能手机、笔记本电脑等传统领域出货量趋于稳定，受益国内政策因素影响ETC用锂电池市场迅猛发展，电子烟作为一种新兴的销售品其市场需求和流行趋势逐渐显露，与此同时，随着智能仓储在快递、酒店、电商、医疗等领域的应用持续加快，国内移动机器人（AGV）锂电池需求持续释放。整体而言，消费类电池的传统业务相对稳定，新兴市场持续活跃，锂电池应用场景的不断丰富，新兴消费类电池市场将呈现蓬勃发展的态势；2019年，全球消费锂电池测算需求达到60GWh，根据东北证券预测，2020年-2021年全球消费锂电池需求将分别达到65GWh和70GWh1，全球消费锂电池市场将重归稳步增长。（2）动力类电池动力类电池主要应用于新能源汽车领域。受国内汽车整体产销量持续下滑及政策1东北证券：《优质的赛道，优选的方向》，2020年2月29日,CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,601066.SH,CMIN-CN:601881.SH,CMIN-CN:601066.SH,supplies_to,customer,,,2019,annual,2020-03-27,2020-03-27,2021-03-28,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2019_annual_2020-03-27.pdf,267,"前五名客户的手续费及佣金收入情况：40.投资收益(1)投资收益明细情况2019年度2018年度权益法核算的长期股权投资收益/(损失)10,886,467.81(2,576,857.64)金融工具投资收益/(损失)3,240,904,396.85(610,129,978.63)其中：持有期间取得的分红和利息3,499,650,456.152,644,434,377.22交易性金融资产2,879,481,435.661,933,060,695.42其他权益工具投资620,169,020.49711,373,681.80处置金融工具取得的收益/(损失)(258,746,059.30)(3,254,564,355.85)交易性金融资产815,347,035.24(4,129,190,067.10)衍生金融工具(1,150,935,845.69)869,646,477.79债权投资65,805,388.92-其他债权投资104,250,929.4322,308,539.99交易性金融负债(93,213,567.20)(17,329,306.53)合计3,251,790,864.66(612,706,836.27)(2)交易性金融工具投资收益明细交易性金融工具2019年度2018年度分类为以公允价值计量且其变动计入当期损益的金融资产持有期间收益2,879,481,435.661,933,060,695.42处置取得收益815,347,035.24(4,129,190,067.10)分类为以公允价值计量且其变动计入当期损益的金融负债持有期间收益--处置取得收益-(9,288,360.87)指定为以公允价值计量且其变动计入当期损益的金融负债持有期间收益--处置取得收益(93,213,567.20)(8,040,945.66)(3)本集团不存在投资收益汇回的重大限制。客户名称2019年度占本集团手续费及佣金收入总额的比例%银河水星1号集合资产管理计划213,531,300.003.46中信建投证券股份有限公司54,716,900.000.89景津环保股份有限公司47,234,100.000.77天地源股份有限公司18,868,000.000.31银河水星2号集合资产管理计划18,655,200.000.30合计353,005,500.005.73",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,601066.SH,CMIN-CN:601881.SH,CMIN-CN:601066.SH,supplies_to,customer,,,2019,annual,2020-03-27,2020-03-27,2021-03-28,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2019_annual_2020-03-27.pdf,354,"前五名客户的手续费及佣金收入情况客户名称2019年度占本公司手续费及佣金收入的比例%银河金汇证券资产管理有限公司392,735,300.007.96中信建投证券股份有限公司54,716,900.001.11景津环保股份有限公司47,234,100.000.96天地源股份有限公司18,868,000.000.38柳州市投资控股有限公司17,075,400.000.35合计530,629,700.0010.7611.投资收益(1)投资收益明细情况2019年度2018年度成本法核算的长期股权投资收益-343,376,646.34金融工具投资收益/(损失)3,155,016,542.57(491,018,929.67)其中：持有期间取得的分红和利息2,790,438,551.442,104,058,792.76交易性金融资产2,170,269,530.951,392,685,110.96其他权益工具投资620,169,020.49711,373,681.80处置金融工具取得的收益/(损失)364,577,991.13(2,595,077,722.43)交易性金融资产1,482,979,530.33(3,458,673,247.11)衍生金融工具(1,129,438,901.43)860,384,903.05其他债权投资104,250,929.4322,308,539.99交易性金融负债(93,213,567.20))(19,097,918.36)合计3,155,016,542.57(147,642,283.33)(2)按成本法核算的长期股权投资收益被投资单位2019年度2018年度银河期货-168,136,646.34银河金汇--银河国际-175,240,000.00合计-343,376,646.34(3)本公司不存在投资收益汇回的重大限制",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
002594.SZ,603486.SH,CMIN-CN:002594.SZ,CMIN-CN:603486.SH,supplies_to,customer,,,2019,annual,2020-04-21,2020-04-21,2021-03-28,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/002594_2019_annual_2020-04-21.pdf,10,"主要客户包括华为、三星、苹果、小米、vivo、联想等智能移动终端领导厂商。比亚迪为全球领先的二次充电电池制造商之一，主要客户包括三星、Dell等消费类电子产品领导厂商，以及科沃斯、iRobot等全球领先的机器人专业智造品牌厂商。本集团生产的锂离子电池及镍电池广泛应用于各种消费类电子产品及新型智能产品领域。城市轨道交通业务是比亚迪未来发展的战略方向之一。凭借在新能源业务领域业已建立的技术和成本优势，集团成功研发出高效率、低成本的跨座式单轨——“云轨”产品，配合新能源汽车实现对城市公共交通的立体化覆盖，在帮助城市解决交通拥堵和空气污染的同时，实现集团的长远及可持续发展。二、主要资产重大变化情况1、主要资产重大变化情况主要资产重大变化说明股权资产主要是投资对象的股票公允价值上升，及对联营、合营公司的投资额增加所致固定资产主要是本期购置增加及在建转固增加所致无形资产主要是工业产权及专有技术增加所致在建工程主要是汽车业务投入增加所致2、主要境外资产情况√适用□不适用资产的具体内容形成原因资产规模所在地运营模式保障资产安全性的控制措施收益状况境外资产占公司净资产的比重是否存在重大减值风险汽车业务相关资产汽车产业在美国地区的开拓及发展人民币2,848,460,000元美国生产与销售财务监督，委托外部审计正常4.55%否",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
002812.SZ,002594.SZ,CMIN-CN:002812.SZ,CMIN-CN:002594.SZ,supplies_to,customer,,,2020,annual,2021-03-17,2021-03-17,2022-04-10,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/002812_2020_annual_2021-03-17.pdf,14,主要客户为国内外大型的锂电池生产企业、卷烟生产企业、食品饮料生产企业、塑料包装企业、印刷企业等。公司湿法锂离子隔膜产品的主要客户包括松下、LGChem.Ltd.、三星SDI、宁德时代、国轩、比亚迪、孚能、力神等国内主流锂电池企业。公司是云南省非专卖的卷烟材料A级供应商，烟标产品主要客户为国内大型的卷烟生产企业，包括云南中烟物资（集团）有限责任公司和重庆中烟工业有限责任公司等，产品广泛应用于“玉溪”、“红塔山”、“云烟”、“红河”、“雪域”、“紫云”、“Marble”、“龙凤呈祥”等国内知名的卷烟品牌。公司烟膜产品的主要客户包括云南中烟物资（集团）有限责任公司、四川中烟工业有限责任公司、重庆中烟工业有限责任公司、湖南中烟工业有限责任公司、安徽中烟工业有限责任公司、湖北中烟工业有限责任公司、贵州中烟工业有限责任公司、黑龙江烟草工业有限责任公司、江西中烟工业有限责任公司、甘肃烟草工业有限责任公司等集团下属多家国内知名的卷烟厂。公司无菌包装产品的主要客户包括内蒙古伊利实业集团股份有限公司、内蒙古蒙牛乳业（集团）股份有限公司、北京三元食品股份有限公司、皇氏集团华南乳品有限公司、贵州好一多乳业股份有限公司、深圳市东鹏捷迅供应链管理有限公司、达利食品集团有限公司、黑龙江完达山阳光乳业有限公司、云南欧亚乳业有限公司、云南皇氏来思尔乳业有限公司，2020年国内新增光明乳业股份有限公司、南京卫岗乳业有限公司。2、经营模式公司不同的产品采取不同的经营模式，其中是湿法锂离子隔膜、烟标、无菌包装、特种纸制品和烟膜均按照客户要求进行定制化生产，平膜一般采取以销定产，并配备适当的库存量。（1）采购模式：公司供应部通过对供应商的评价、选择，建立了《合格供方名单》（或《合格供应商/材料清单》）。采购清单所列物资只能在《合格供方名单》之内实施采购，每一种物资的采购都要有2个以上供应商进行选择。公司对供应商每年进行一次全面评价，并及时更新《合格供方名单》（或《合格供应商/材料清单》,CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
002812.SZ,300750.SZ,CMIN-CN:002812.SZ,CMIN-CN:300750.SZ,supplies_to,customer,,,2020,annual,2021-03-17,2021-03-17,2022-04-10,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/002812_2020_annual_2021-03-17.pdf,14,主要客户为国内外大型的锂电池生产企业、卷烟生产企业、食品饮料生产企业、塑料包装企业、印刷企业等。公司湿法锂离子隔膜产品的主要客户包括松下、LGChem.Ltd.、三星SDI、宁德时代、国轩、比亚迪、孚能、力神等国内主流锂电池企业。公司是云南省非专卖的卷烟材料A级供应商，烟标产品主要客户为国内大型的卷烟生产企业，包括云南中烟物资（集团）有限责任公司和重庆中烟工业有限责任公司等，产品广泛应用于“玉溪”、“红塔山”、“云烟”、“红河”、“雪域”、“紫云”、“Marble”、“龙凤呈祥”等国内知名的卷烟品牌。公司烟膜产品的主要客户包括云南中烟物资（集团）有限责任公司、四川中烟工业有限责任公司、重庆中烟工业有限责任公司、湖南中烟工业有限责任公司、安徽中烟工业有限责任公司、湖北中烟工业有限责任公司、贵州中烟工业有限责任公司、黑龙江烟草工业有限责任公司、江西中烟工业有限责任公司、甘肃烟草工业有限责任公司等集团下属多家国内知名的卷烟厂。公司无菌包装产品的主要客户包括内蒙古伊利实业集团股份有限公司、内蒙古蒙牛乳业（集团）股份有限公司、北京三元食品股份有限公司、皇氏集团华南乳品有限公司、贵州好一多乳业股份有限公司、深圳市东鹏捷迅供应链管理有限公司、达利食品集团有限公司、黑龙江完达山阳光乳业有限公司、云南欧亚乳业有限公司、云南皇氏来思尔乳业有限公司，2020年国内新增光明乳业股份有限公司、南京卫岗乳业有限公司。2、经营模式公司不同的产品采取不同的经营模式，其中是湿法锂离子隔膜、烟标、无菌包装、特种纸制品和烟膜均按照客户要求进行定制化生产，平膜一般采取以销定产，并配备适当的库存量。（1）采购模式：公司供应部通过对供应商的评价、选择，建立了《合格供方名单》（或《合格供应商/材料清单》）。采购清单所列物资只能在《合格供方名单》之内实施采购，每一种物资的采购都要有2个以上供应商进行选择。公司对供应商每年进行一次全面评价，并及时更新《合格供方名单》（或《合格供应商/材料清单》,CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
002594.SZ,603486.SH,CMIN-CN:002594.SZ,CMIN-CN:603486.SH,supplies_to,customer,,,2020,annual,2021-03-29,2021-03-29,2022-03-28,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/002594_2020_annual_2021-03-29.pdf,10,"主要客户包括华为、三星、苹果、小米、vivo等智能移动终端领导厂商。比亚迪为全球领先的二次充电电池制造商之一，主要客户包括三星、Dell等消费类电子产品领导厂商，以及科沃斯、iRobot等全球领先的机器人专业智造品牌厂商。本集团生产的锂离子电池广泛应用于各种消费类电子产品及新型智能产品领域。城市轨道交通业务是比亚迪未来发展的战略方向之一。凭借在新能源业务领域业已建立的技术和成本优势，集团成功研发出高效率、低成本的跨座式单轨——“云轨”产品，配合新能源汽车实现对城市公共交通的立体化覆盖，在帮助城市解决交通拥堵和空气污染的同时，实现集团的长远及可持续发展。二、主要资产重大变化情况1、主要资产重大变化情况主要资产重大变化说明股权资产主要是对联合营公司的投资额增加所致固定资产主要是本期购置增加及在建转固增加所致无形资产基本持平在建工程主要是在建工程转固定资产影响所致2、主要境外资产情况√适用□不适用资产的具体内容形成原因资产规模所在地运营模式保障资产安全性的控制措施收益状况境外资产占公司净资产的比重是否存在重大减值风险汽车业务相关资产汽车产业在美国地区的开拓及发展人民币3,653,267,000元美国生产与销售财务监督，委托外部审计正常5.67%否",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,002736.SZ,CMIN-CN:601881.SH,CMIN-CN:002736.SZ,supplies_to,customer,,,2020,annual,2021-03-29,2021-03-29,2022-03-29,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2020_annual_2021-03-29.pdf,271,"前五名客户的手续费及佣金收入情况：41.投资收益(1)投资收益明细情况2020年度2019年度权益法核算的长期股权投资收益/(损失)60,638,952.1110,886,467.81金融工具投资收益/(损失)4,929,963,102.163,240,904,396.85其中：持有期间取得的分红和利息3,252,823,744.673,499,650,456.15交易性金融资产2,718,059,862.872,879,481,435.66其他权益工具投资534,763,881.80620,169,020.49处置金融工具取得的收益/(损失)1,677,139,357.49(258,746,059.30)交易性金融资产3,214,459,302.34815,347,035.24衍生金融工具(1,278,237,996.35)(1,150,935,845.69)债权投资33,564.3865,805,388.92其他债权投资217,382,771.44104,250,929.43交易性金融负债(476,498,284.32)(93,213,567.20)合计4,990,602,054.273,251,790,864.66客户名称2020年度占本集团手续费及佣金收入总额的比例%银河水星1号集合资产管理计划375,629,376.303.99国信证券股份有限公司223,584,905.662.37中信建投证券股份有限公司72,641,509.440.77深圳市财富趋势科技股份有限公司71,537,781.040.76华润深国投信托有限公司65,371,917.060.69合计808,765,489.508.58",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,002736.SZ,CMIN-CN:601881.SH,CMIN-CN:002736.SZ,supplies_to,customer,,,2020,annual,2021-03-29,2021-03-29,2022-03-29,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2020_annual_2021-03-29.pdf,359,"前五名客户的手续费及佣金收入情况客户名称2020年度占本公司手续费及佣金收入的比例%银河金汇证券资产管理有限公司297,012,766.334.12国信证券股份有限公司223,584,905.663.10中信建投证券股份有限公司72,641,509.441.01深圳市财富趋势科技股份有限公司71,537,781.040.99华润深国投信托有限公司65,371,917.060.90合计730,148,879.5310.1211.投资收益(1)投资收益明细情况2020年度2019年度金融工具投资收益/(损失)3,923,577,586.453,155,016,542.57其中：持有期间取得的分红和利息2,849,579,496.232,790,438,551.44交易性金融资产2,314,815,614.432,170,269,530.95其他权益工具投资534,763,881.80620,169,020.49处置金融工具取得的收益/(损失)1,073,998,090.22364,577,991.13交易性金融资产2,808,936,096.421,482,979,530.33衍生金融工具(1,477,669,917.16)(1,129,438,901.43)其他债权投资217,382,771.44104,250,929.43交易性金融负债(474,650,860.48)(93,213,567.20)合计3,923,577,586.453,155,016,542.57(2)按成本法核算的长期股权投资收益被投资单位2020年度2019年度银河源汇100,000,000.00-银河金汇100,000,000.00-合计200,000,000.00-(3)本公司不存在投资收益汇回的重大限制",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,601066.SH,CMIN-CN:601881.SH,CMIN-CN:601066.SH,supplies_to,customer,,,2020,annual,2021-03-29,2021-03-29,2022-03-29,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2020_annual_2021-03-29.pdf,271,"前五名客户的手续费及佣金收入情况：41.投资收益(1)投资收益明细情况2020年度2019年度权益法核算的长期股权投资收益/(损失)60,638,952.1110,886,467.81金融工具投资收益/(损失)4,929,963,102.163,240,904,396.85其中：持有期间取得的分红和利息3,252,823,744.673,499,650,456.15交易性金融资产2,718,059,862.872,879,481,435.66其他权益工具投资534,763,881.80620,169,020.49处置金融工具取得的收益/(损失)1,677,139,357.49(258,746,059.30)交易性金融资产3,214,459,302.34815,347,035.24衍生金融工具(1,278,237,996.35)(1,150,935,845.69)债权投资33,564.3865,805,388.92其他债权投资217,382,771.44104,250,929.43交易性金融负债(476,498,284.32)(93,213,567.20)合计4,990,602,054.273,251,790,864.66客户名称2020年度占本集团手续费及佣金收入总额的比例%银河水星1号集合资产管理计划375,629,376.303.99国信证券股份有限公司223,584,905.662.37中信建投证券股份有限公司72,641,509.440.77深圳市财富趋势科技股份有限公司71,537,781.040.76华润深国投信托有限公司65,371,917.060.69合计808,765,489.508.58",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,601066.SH,CMIN-CN:601881.SH,CMIN-CN:601066.SH,supplies_to,customer,,,2020,annual,2021-03-29,2021-03-29,2022-03-29,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2020_annual_2021-03-29.pdf,359,"前五名客户的手续费及佣金收入情况客户名称2020年度占本公司手续费及佣金收入的比例%银河金汇证券资产管理有限公司297,012,766.334.12国信证券股份有限公司223,584,905.663.10中信建投证券股份有限公司72,641,509.441.01深圳市财富趋势科技股份有限公司71,537,781.040.99华润深国投信托有限公司65,371,917.060.90合计730,148,879.5310.1211.投资收益(1)投资收益明细情况2020年度2019年度金融工具投资收益/(损失)3,923,577,586.453,155,016,542.57其中：持有期间取得的分红和利息2,849,579,496.232,790,438,551.44交易性金融资产2,314,815,614.432,170,269,530.95其他权益工具投资534,763,881.80620,169,020.49处置金融工具取得的收益/(损失)1,073,998,090.22364,577,991.13交易性金融资产2,808,936,096.421,482,979,530.33衍生金融工具(1,477,669,917.16)(1,129,438,901.43)其他债权投资217,382,771.44104,250,929.43交易性金融负债(474,650,860.48)(93,213,567.20)合计3,923,577,586.453,155,016,542.57(2)按成本法核算的长期股权投资收益被投资单位2020年度2019年度银河源汇100,000,000.00-银河金汇100,000,000.00-合计200,000,000.00-(3)本公司不存在投资收益汇回的重大限制",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
300316.SZ,002129.SZ,CMIN-CN:300316.SZ,CMIN-CN:002129.SZ,supplies_to,customer,,,2020,annual,2021-04-23,2021-04-23,2022-04-25,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/300316_2020_annual_2021-04-23.pdf,12,主要客户包括中环股份、有研新材、合晶科技、晶科能源、上机数控、晶澳科技、通威股份以及高景太阳能等业内知名的上市公司或大型企业，并与公司保持了长期的战略合作关系，彼此建立了深厚的互信合作，共同促进行业快速发展。公司品牌影响力和客户优势进一步提升，对公司开拓下游市场产生积极影响,CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
300316.SZ,002459.SZ,CMIN-CN:300316.SZ,CMIN-CN:002459.SZ,supplies_to,customer,,,2020,annual,2021-04-23,2021-04-23,2022-04-25,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/300316_2020_annual_2021-04-23.pdf,12,主要客户包括中环股份、有研新材、合晶科技、晶科能源、上机数控、晶澳科技、通威股份以及高景太阳能等业内知名的上市公司或大型企业，并与公司保持了长期的战略合作关系，彼此建立了深厚的互信合作，共同促进行业快速发展。公司品牌影响力和客户优势进一步提升，对公司开拓下游市场产生积极影响,CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
300316.SZ,600438.SH,CMIN-CN:300316.SZ,CMIN-CN:600438.SH,supplies_to,customer,,,2020,annual,2021-04-23,2021-04-23,2022-04-25,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/300316_2020_annual_2021-04-23.pdf,12,主要客户包括中环股份、有研新材、合晶科技、晶科能源、上机数控、晶澳科技、通威股份以及高景太阳能等业内知名的上市公司或大型企业，并与公司保持了长期的战略合作关系，彼此建立了深厚的互信合作，共同促进行业快速发展。公司品牌影响力和客户优势进一步提升，对公司开拓下游市场产生积极影响,CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
002594.SZ,603486.SH,CMIN-CN:002594.SZ,CMIN-CN:603486.SH,supplies_to,customer,,,2021,annual,2022-03-29,2022-03-29,2022-03-29,1.0,binary_due_to_missing_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/002594_2021_annual_2022-03-29.pdf,14,主要客户包括华为、三星、苹果、小米、iRobot、vivo等智能移动终端领导厂商。比亚迪为全球领先的二次充电电池制造商之一。消费类电池领域，本集团生产的锂离子电池广泛应用于各种消费类电子产品及新型智能产品领域，主要客户包括三星、Dell等消费类电子产品领导厂商，以及科沃斯等全球领先的机器人专业智造品牌厂商。动力电池领域，本集团开发了高度安全的磷酸铁锂电池—“刀片电池”，更好解决市场安全痛点，加速磷酸铁锂电池重回动力电池主流赛道。城市轨道交通业务是比亚迪未来发展的战略方向之一。凭借在新能源业务领域业已建立的技术和成本优势，集团成功研发出高效率、低成本的中运量“云轨”和低运量“云巴”产品，配合新能源汽车实现对城市公共交通的立体化覆盖，在帮助城市解决交通拥堵和空气污染的同时，实现集团的长远及可持续发展。报告期内整车制造生产经营情况√适用□不适用,CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,601066.SH,CMIN-CN:601881.SH,CMIN-CN:601066.SH,supplies_to,customer,37735800.00,0.0035,2021,annual,2022-03-30,2022-03-30,2022-03-30,0.0035,disclosed_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2021_annual_2022-03-30.pdf,278,"前五名客户的手续费及佣金收入情况：41.投资收益投资收益明细情况2021年度2020年度权益法核算的长期股权投资收益46,595,300.7360,638,952.11金融工具投资收益6,032,141,929.464,929,963,102.16其中：持有期间取得的分红和利息4,463,307,145.483,252,823,744.67交易性金融资产2,854,824,998.452,718,059,862.87其他权益工具投资1,608,482,147.03534,763,881.80处置金融工具取得的收益/(损失)1,568,834,783.981,677,139,357.49交易性金融资产3,934,358,981.753,214,459,302.34衍生金融工具(1,911,024,259.34)(1,278,237,996.35)债权投资8,031,108.8433,564.38其他债权投资337,794,507.90217,382,771.44交易性金融负债(800,325,555.17)(476,498,284.32)合计6,078,737,230.194,990,602,054.27客户名称2021年度占本集团手续费及佣金收入总额的比例%银河水星1号集合资产管理计划338,787,245.403.19%华润深国投信托有限公司102,893,253.800.97%友邦华泰基金管理有限公司45,353,974.870.43%中信建投证券股份有限公司37,735,800.000.35%博时基金管理有限公司36,070,029.930.34%合计560,840,304.005.28%",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
601881.SH,601066.SH,CMIN-CN:601881.SH,CMIN-CN:601066.SH,supplies_to,customer,37735800.00,0.0049,2021,annual,2022-03-30,2022-03-30,2022-03-30,0.0049,disclosed_ratio,F:/Codex/GNN_data/data/tasks/csi300_cn_supply_chain_cninfo_2018_2021/data_raw/cn_supply_chain_cninfo/pdf/601881_2021_annual_2022-03-30.pdf,360,"前五名客户的手续费及佣金收入情况客户名称2021年度占本公司手续费及佣金收入的比例%银河金汇证券资产管理有限公司224,443,469.152.89%华润深国投信托有限公司102,893,253.801.32%友邦华泰基金管理有限公司45,353,974.870.58%中信建投证券股份有限公司37,735,800.000.49%博时基金管理有限公司36,070,029.930.46%合计446,496,527.755.74%11.投资收益(1)投资收益明细情况2021年度2020年度成本法核算的长期股权投资收益700,000,000.00200,000,000.00权益法核算的长期股权投资损失(1,915,709.42)-金融工具投资收益5,153,298,947.003,923,577,586.45其中：持有期间取得的分红和利息4,328,703,202.622,849,579,496.23交易性金融资产2,730,576,505.022,314,815,614.43其他权益工具投资1,598,126,697.60534,763,881.80处置金融工具取得的收益/（损失）824,595,744.381,073,998,090.22交易性金融资产3,128,784,469.362,808,936,096.42衍生金融工具(1,836,727,998.70)(1,477,669,917.16)债权投资1,365,058.00-其他债权投资337,794,507.90217,382,771.44交易性金融负债(806,620,292.18)(474,650,860.48)合计5,851,383,237.584,123,577,586.45(2)按成本法核算的长期股权投资收益被投资单位2021年度2020年度银河源汇300,000,000.00100,000,000.00银河期货400,000,000.00-银河金汇-100,000,000.00合计700,000,000.00200,000,000.00(3)本公司不存在投资收益汇回的重大限制",CNInfo annual report downloaded locally,constructed_from_downloaded_cninfo_report
